,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
479,Terrance Copper,DAL,WR,23,16,0,0,0,0,0,0,0,0,,0,4,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,172,,CoppTe00
480,Ronald Curry,OAK,WR,26,2,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,168,,CurrRo01
481,Gregg Guenther,TEN,TE,23,5,0,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,89,,GuenGr00
482,Ben Hartsock,IND,TE,25,7,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,0,,0,,,1,2.8,2.8,1.8,,92,,HartBe00
483,Robert Johnson,WAS,TE,25,2,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,88,,JohnRo04
484,Kliff Kingsbury,NYJ,QB,26,1,0,1,2,17,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,0.7,0.7,0.7,,72,,KingKl00
485,Jon Kitna,CIN,QB,33,3,0,17,29,99,0,2,2,14,7.00,0,0,0,0,,0,0,,0,,,1,1.4,3.4,3.4,,71,,KitnJo00
486,Matt Kranchick,2TM,TE,26,6,1,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,94,,KranMa00
487,Glenn Martinez,DET,WR,24,5,0,0,0,0,0,0,0,0,,0,7,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,169,,MartGl00
488,Fred McCrary,ATL,FB,33,15,0,0,0,0,0,0,0,0,,0,3,3,12,4.00,0,0,,0,,,1,4.2,4.2,2.7,,153,,McCrFr00
489,Dave Moore,TAM,TE,36,16,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,95,,MoorDa00
490,Ryan Neufeld,BUF,TE,30,13,0,0,0,0,0,0,0,0,,0,4,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,91,,NeufRy00
491,Dan Orlovsky,DET,QB,22,2,0,7,17,63,0,0,0,0,,0,0,0,0,,0,1,1,0,,,1,0.5,1.5,0.5,,73,,OrloDa00
492,O.J. Small,TEN,WR,23,2,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,171,,SmalO.00
493,Rod Smart,CAR,RB,28,12,0,0,0,0,0,0,3,6,2.00,0,0,0,0,,0,1,,0,,,1,0.6,0.6,0.6,,155,,SmarRo00
494,Musa Smith,BAL,RB,23,1,0,0,0,0,0,0,0,0,,0,3,3,5,1.67,0,0,,0,,,1,3.5,3.5,2.0,,156,,SmitMu00
495,Trent Smith,SFO,TE,26,5,2,0,0,0,0,0,0,0,,0,8,3,7,2.33,0,0,,0,,,1,3.7,3.7,2.2,,93,,SmitTr01
496,Dominique Thompson,STL,WR,23,2,0,0,0,0,0,0,0,0,,0,2,1,13,13.00,0,0,,0,,,1,2.3,2.3,1.8,,167,,ThomDo01
497,Rich Alexis,JAX,RB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,160,,AlexRi00
498,David Allen,STL,RB,27,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,161,,AlleDa00
499,Jason Anderson,HOU,RB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,162,,AndeJa02
500,Alex Bannister,SEA,WR,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,173,,BannAl00
501,Darian Barnes,MIA,FB,25,9,6,0,0,0,0,0,0,0,,0,4,0,0,,0,,,0,,,,,,,,163,,BarnDa00
502,Jarrod Baxter,ARI,FB,26,8,2,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,157,,BaxtJa00
503,Sean Berton,NYG,TE,26,14,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,96,,BertSe00
504,Eric Beverly,ATL,TE,31,16,2,0,0,0,0,0,0,0,,0,3,0,0,,0,,,0,,,,,,,,98,,BeveEr00
505,John Bronson,ARI,TE,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,99,,BronJo00
506,Nehemiah Broughton,WAS,FB,23,4,0,0,0,0,0,0,1,3,3.00,0,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,159,,BrouNe00
507,Romby Bryant,ATL,WR,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,174,,BryaRo00
508,Terry Butler,NYJ,RB,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,164,,ButlTe20
509,Kory Chapman,IND,RB,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,165,,ChapKo00
510,Brad Cieslak,BUF,TE,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,100,,CiesBr00
511,DeAndra Cobb,ATL,RB,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,166,,CobbDe00
512,Jerome Collins,STL,TE,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,101,,CollJe00
513,Todd Collins,KAN,QB,34,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,75,,CollTo00
514,Devard Darling,BAL,WR,23,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,175,,DarlDe00
515,Koy Detmer,PHI,QB,32,16,0,32,56,238,0,3,1,1,1.00,0,0,0,0,,0,2,2,0,,,,-0.4,4.6,2.6,,79,,DetmKo00
516,Eddie Drummond,DET,WR,25,12,0,0,0,0,0,0,1,-3,-3.00,0,0,0,0,,0,1,,0,,,,-0.3,-0.3,-0.3,,199,,DrumEd00
517,Kevin Dudley,ATL,RB,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,167,,DudlKe00
518,Jeff Dugan,MIN,TE,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,102,,DugaJe00
519,Omar Easy,OAK,FB,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,168,,EasyOm00
520,Adimchinobe Echemandu,MIN,RB,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,169,,EcheAd00
521,Patrick Estes,SFO,TE,22,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,103,,EstePa00
522,Zeron Flemister,OAK,TE,29,12,3,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,104,,FlemZe00
523,Doug Flutie,NWE,QB,43,5,0,5,10,29,0,0,5,-1,-0.20,0,0,0,0,,0,2,1,0,,,,0.1,1.1,0.1,,74,,FlutDo00
524,Carl Ford,CHI,WR,25,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,176,,FordCa00
525,Karl Hankton,CAR,WR,35,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,177,,HankKa00
526,Tim Hasselbeck,NYG,QB,27,2,0,0,0,0,0,0,2,-3,-1.50,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,78,,HassTi00
527,Shaun Hill,MIN,QB,25,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,76,,HillSh00
528,James Hodgins,ARI,FB,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,170,,HodgJa00
529,Carlyle Holiday,ARI,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,178,,HoliCa00
530,Tony Hollings,HOU,RB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,171,,HollTo00
531,Alex Holmes,MIA,TE,24,8,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,97,,HolmAl00
532,Keenan Howry,MIN,WR,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,179,,HowrKe00
533,Tory Humphrey,GNB,TE,22,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,105,,HumpTo00
534,Nate Jackson,DEN,WR,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,180,,JackNa00
535,Jamal Jones,GNB,WR,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,,0,,,,,,,,181,,JoneJa02
536,Mark Jones,TAM,WR,25,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,182,,JoneMa01
537,Ryan Krause,SDG,TE,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,106,,KrauRy00
538,Nate Lawrie,TAM,TE,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,107,,LawrNa00
539,Luke Lawton,NYJ,RB,25,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,172,,LawtLu00
540,Michael Lewis,NOR,WR,34,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,183,,LewiMi00
541,Chad Lucas,GNB,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,184,,LucaCh00
542,Marcus Maxwell,SFO,WR,22,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,185,,MaxwMa00
543,Sean McHugh,DET,TE,23,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,108,,McHuSe00
544,Corey McIntyre,CLE,FB,26,15,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,173,,McInCo00
545,Shad Meier,NOR,TE,27,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,109,,MeieSh00
546,Itula Mili,SEA,TE,32,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,110,,MiliIt00
547,Billy Miller,CLE,TE,28,3,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,111,,MillBi00
548,Johnnie Morant,OAK,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,186,,MoraJo00
549,Sean Morey,PIT,WR,29,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,187,,MoreSe00
550,Harold Morrow,ARI,FB,32,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,174,,MorrHa00
551,J.J. Moses,ARI,WR,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,188,,MoseJ.00
552,Chad Owens,JAX,WR,23,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,2,,0,,,,,,,,189,,OwenCh00
553,Rich Parson,WAS,WR,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,190,,ParsRi20
554,Ed Perry,KAN,TE,31,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,112,,PerrEd00
555,Andrew Pinnock,SDG,FB,25,12,0,0,0,0,0,0,1,4,4.00,0,0,0,0,,0,0,,0,,,,0.4,0.4,0.4,,158,,PinnAn00
556,Derek Rackley,ATL,TE,28,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,113,,RackDe00
557,Tony Romo,DAL,QB,25,16,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,77,,RomoTo00
558,Cliff Russell,MIA,WR,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,191,,RussCl00
559,Sean Ryan,DAL,TE,25,3,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,114,,RyanSe00
560,B.J. Sams,BAL,RB,25,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,175,,SamsB.00
561,Mike Seidman,CAR,TE,24,12,1,0,0,0,0,0,0,0,,0,4,0,0,,0,1,,0,,,,,,,,115,,SeidMi00
562,Ben Steele,GNB,TE,27,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,116,,SteeBe00
563,Barry Stokes,ATL,TE,32,16,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,117,,StokBa20
564,Jamaar Taylor,NYG,WR,24,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,192,,TaylJa00
565,David Terrell,DEN,WR,26,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,193,,TerrDa00
566,Sloan Thomas,TEN,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,194,,ThomSl00
567,Taco Wallace,GNB,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,195,,WallTa00
568,Nate Washington,PIT,WR,22,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,196,,WashNa00
569,Kenny Watson,CIN,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,176,,WatsKe00
570,Harry Williams,NYJ,WR,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,197,,WillHa20
571,Nick Luchey,CIN,FB,28,3,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,,0,,,,,,,,177,,WillNi00
572,George Wilson,BUF,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,198,,WilsGe01
573,Ovie Mughelli,BAL,FB,25,13,5,0,0,0,0,0,0,0,,0,6,3,13,4.33,0,1,1,0,,,-1,2.3,3.3,0.8,,178,,MughOv00
574,ReShard Lee,GNB,RB,25,7,1,0,0,0,0,0,11,16,1.45,0,1,1,5,5.00,0,2,2,0,,,-2,-0.9,1.1,-1.4,,179,,LeexRe00
575,Josh Scobey,SEA,RB,26,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,180,,ScobJo00
576,Reggie Swinton,ARI,WR,30,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,200,,SwinRe00
577,Aaron Rodgers,GNB,QB,22,3,0,9,16,65,0,1,2,7,3.50,0,0,0,0,,0,2,2,0,,,-3,-2.7,0.3,-1.7,,80,,RodgAa00
578,Fred McAfee,NOR,RB,37,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,2,0,,,-4,-4.0,-2.0,-4.0,,181,,McAfFr00
579,Rasheed Marshall,SFO,WR,24,12,0,0,0,0,0,0,1,-7,-7.00,0,6,1,-1,-1.00,0,4,3,0,,,-7,-5.8,-2.8,-6.3,,201,,MarsRa00
