,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
316,Kevin Walter,HOU,WR,25,16,2,0,0,0,0,0,1,3,3.00,0,21,17,160,9.41,0,1,,0,,,16,33.3,36.3,24.8,,116,,WaltKe00
317,Mike Williams,DET,WR,22,8,2,0,0,0,0,0,0,0,,0,18,8,99,12.38,1,0,,1,,,16,23.9,23.9,19.9,,117,,WillMi03
318,Michael Gaines,CAR,TE,26,16,9,0,0,0,0,0,0,0,,0,29,15,146,9.73,0,0,,0,,,15,29.6,32.6,22.1,,53,,GainMi00
319,Az-Zahir Hakim,DET,WR,29,6,0,0,0,0,0,0,1,1,1.00,0,27,17,147,8.65,0,0,,0,,,15,31.8,34.8,23.3,,118,,HakiAz00
320,Verron Haynes,PIT,RB,27,7,0,0,0,0,0,0,15,78,5.20,0,22,18,95,5.28,0,1,1,0,,,15,33.3,34.3,24.3,,97,,HaynVe00
321,Jeremi Johnson,CIN,FB,26,16,11,0,0,0,0,0,15,56,3.73,1,9,6,37,6.17,0,0,,1,,,15,21.3,21.3,18.3,,98,,JohnJe00
322,Donald Lee,GNB,TE,26,15,2,0,0,0,0,0,0,0,,0,21,10,150,15.00,0,0,,0,,,15,25.0,28.0,20.0,,52,,LeexDo00
323,Brandon Stokley,IND,WR,30,4,1,0,0,0,0,0,0,0,,0,11,8,85,10.63,1,0,,1,,,15,22.5,22.5,18.5,,119,,StokBr00
324,Thomas Tapeh,PHI,FB,26,16,8,0,0,0,0,0,5,9,1.80,0,21,16,85,5.31,1,0,,1,,,15,31.4,31.4,23.4,,96,,TapeTh00
325,Tim Dwight,NYJ,WR,31,9,2,0,0,0,0,0,2,28,14.00,0,19,16,112,7.00,0,1,,0,,,14,30.0,33.0,22.0,,121,,DwigTi00
326,Ahmard Hall,TEN,FB,27,14,7,0,0,0,0,0,7,21,3.00,0,21,15,138,9.20,0,1,1,0,,,14,28.9,32.9,21.4,,99,,HallAh00
327,Aaron Moorehead,IND,WR,26,12,0,0,0,0,0,0,0,0,,0,16,8,82,10.25,1,0,,1,,,14,22.2,22.2,18.2,,120,,MoorAa00
328,Adam Bergen,ARI,TE,23,14,7,0,0,0,0,0,0,0,,0,24,15,111,7.40,1,2,2,1,,,13,28.1,33.1,20.6,,55,,BergAd00
329,Anthony Fasano,DAL,TE,22,16,5,0,0,0,0,0,0,0,,0,24,14,126,9.00,0,0,,0,,,13,26.6,29.6,19.6,,57,,FasaAn00
330,Carlyle Holiday,2TM,WR,25,8,2,0,1,0,0,0,0,0,,0,18,9,126,14.00,0,0,,0,,,13,21.6,24.6,17.1,,123,,HoliCa00
331,Kyle Johnson,DEN,FB,28,14,7,0,0,0,0,0,5,30,6.00,0,11,7,37,5.29,1,0,,1,,,13,19.7,19.7,16.2,,100,,JohnKy00
332,Billy Miller,NOR,TE,29,10,3,0,0,0,0,0,0,0,,0,22,14,129,9.21,0,1,1,0,1,,13,26.9,30.9,19.9,,56,,MillBi00
333,Jeb Putzier,HOU,TE,27,14,5,0,0,0,0,0,0,0,,0,22,13,125,9.62,0,0,,0,,,13,25.5,28.5,19.0,,58,,PutzJe00
334,Maurice Stovall,TAM,WR,21,9,2,0,0,0,0,0,2,29,14.50,0,13,7,102,14.57,0,0,,0,,,13,20.1,23.1,16.6,,122,,StovMa00
335,Jerame Tuman,PIT,TE,30,15,4,0,0,0,0,0,0,0,,0,7,7,73,10.43,1,0,,1,,,13,20.3,20.3,16.8,,54,,TumaJe00
336,J.J. Arrington,ARI,RB,23,16,0,0,0,0,0,0,14,19,1.36,0,10,8,58,7.25,0,1,1,1,,,12,19.7,20.7,15.7,,104,,ArriJ.00
337,Aveion Cason,DET,RB,27,6,2,0,0,0,0,0,24,94,3.92,0,10,5,26,5.20,0,0,,0,,,12,17.0,17.0,14.5,,103,,CasoAv00
338,Ernie Conwell,NOR,TE,34,7,5,0,0,0,0,0,0,0,,0,13,8,57,7.13,1,0,,1,,,12,19.7,19.7,15.7,,59,,ConwEr00
339,Josh Cribbs,CLE,WR,23,16,1,0,1,0,0,0,2,11,5.50,0,15,10,91,9.10,0,3,2,1,,,12,22.2,24.2,17.2,,124,,CribJo01
340,Vonta Leach,2TM,RB,25,12,5,0,0,0,0,0,0,0,,0,7,6,61,10.17,1,0,,1,,,12,18.1,18.1,15.1,,102,,LeacVo00
341,Tony Richardson,MIN,FB,35,9,7,0,0,0,0,0,5,12,2.40,0,14,13,111,8.54,0,0,,0,,,12,25.3,28.3,18.8,,101,,RichTo00
342,Roydell Williams,TEN,WR,25,14,0,0,0,0,0,0,0,0,,0,21,8,121,15.13,0,0,,0,,,12,20.1,23.1,16.1,,125,,WillRo05
343,Jason Avant,PHI,WR,23,8,3,0,0,0,0,0,0,0,,0,14,7,68,9.71,1,1,1,1,,,11,17.8,18.8,14.3,,126,,AvanJa00
344,David Givens,TEN,WR,26,5,5,0,0,0,0,0,1,3,3.00,0,20,8,104,13.00,0,0,,0,,,11,18.7,21.7,14.7,,127,,GiveDa00
345,Jerome Harrison,CLE,RB,23,10,1,0,0,0,0,0,20,60,3.00,0,14,9,47,5.22,0,1,,0,,,11,19.7,19.7,15.2,,106,,HarrJe00
346,Damien Nash,DEN,RB,24,3,0,0,0,0,0,0,18,66,3.67,0,7,4,41,10.25,0,0,,0,,,11,14.7,14.7,12.7,,107,,NashDa00
347,Richard Owens,MIN,TE,26,16,2,0,0,0,0,0,0,0,,0,9,6,45,7.50,1,0,,1,,,11,16.5,16.5,13.5,,60,,OwenRi00
348,Cecil Sapp,DEN,RB,28,11,1,0,0,0,0,0,10,80,8.00,0,10,8,34,4.25,0,0,,0,,,11,19.4,19.4,15.4,,105,,SappCe00
349,Jamaal Branch,NOR,RB,25,1,0,0,0,0,0,0,10,29,2.90,0,6,5,14,2.80,1,0,,1,,,10,15.3,15.3,12.8,,108,,BranJa00
350,Dominique Byrd,STL,TE,22,5,0,0,0,0,0,0,0,0,,0,3,2,39,19.50,1,0,,1,,,10,11.9,11.9,10.9,,62,,ByrdDo00
351,Jeff Dugan,MIN,FB,25,7,7,0,0,0,0,0,0,0,,0,13,8,40,5.00,1,0,,1,,,10,18.0,18.0,14.0,,109,,DugaJe00
352,Marcus Pollard,DET,TE,34,15,5,0,0,0,0,0,0,0,,0,17,12,100,8.33,0,0,,0,,,10,22.0,25.0,16.0,,61,,PollMa00
353,Matt Schaub,ATL,QB,25,16,0,18,27,208,1,2,7,21,3.00,0,0,0,0,,0,1,,0,,,10,10.4,12.4,12.4,,55,,SchaMa00
354,Jameel Cook,HOU,FB,27,11,6,0,0,0,0,0,3,18,6.00,0,26,18,107,5.94,0,2,2,0,,,9,26.5,31.5,17.5,,111,,CookJa00
355,Robert Ferguson,GNB,WR,27,4,1,0,0,0,0,0,0,0,,0,13,5,31,6.20,1,0,,1,,,9,14.1,14.1,11.6,,128,,FergRo00
356,Will Heller,SEA,TE,25,16,0,0,0,0,0,0,0,0,,0,5,4,32,8.00,1,0,,1,,,9,13.2,13.2,11.2,,63,,HellWi00
357,Tab Perry,CIN,WR,24,2,0,0,0,0,0,0,2,4,2.00,0,6,5,81,16.20,0,0,,0,,,9,13.5,13.5,11.0,,130,,PerrTa00
358,Koren Robinson,GNB,WR,26,4,0,0,0,0,0,0,0,0,,0,16,7,89,12.71,0,0,,0,,,9,15.9,15.9,12.4,,129,,RobiKo00
359,Tyson Thompson,DAL,RB,25,7,0,0,0,0,0,0,13,30,2.31,1,0,0,0,,0,0,,1,,,9,9.0,9.0,9.0,,110,,ThomTy00
360,Dwayne Blakley,ATL,TE,27,16,4,0,0,0,0,0,0,0,,0,14,6,76,12.67,0,0,,0,,,8,13.6,13.6,10.6,,64,,BlakDw00
361,Sam Hurd,DAL,WR,21,15,2,0,0,0,0,0,0,0,,0,11,5,75,15.00,0,0,,0,,,8,12.5,12.5,10.0,,131,,HurdSa00
362,Jamie Martin,NOR,QB,36,16,0,16,24,208,1,1,0,0,,0,0,0,0,,0,3,1,0,,,8,8.3,10.3,9.3,,56,,MartJa00
363,Travis Minor,MIA,RB,27,16,0,0,0,0,0,0,19,74,3.89,0,3,3,2,0.67,0,0,,0,,,8,10.6,10.6,9.1,,113,,MinoTr00
364,Chris Perry,CIN,RB,25,6,1,0,0,0,0,0,10,57,5.70,0,11,9,42,4.67,0,2,1,0,,,8,16.9,17.9,12.4,,112,,PerrCh00
365,Derrick Blaylock,NYJ,RB,27,4,2,0,0,0,0,0,25,44,1.76,0,9,5,29,5.80,0,0,,0,,,7,12.3,12.3,9.8,,114,,BlayDe00
366,Jim Finn,NYG,FB,30,16,11,0,0,0,0,0,2,14,7.00,0,13,8,54,6.75,0,0,,0,,,7,14.8,14.8,10.8,,118,,FinnJi00
367,Casey Fitzsimmons,DET,TE,26,11,2,0,0,0,0,0,0,0,,0,10,7,71,10.14,0,0,,0,,,7,14.1,14.1,10.6,,65,,FitzCa00
368,Ben Hartsock,TEN,TE,26,6,3,0,0,0,0,0,0,0,,0,15,6,68,11.33,0,0,,0,,,7,12.8,12.8,9.8,,67,,HartBe00
369,Dan Kreider,PIT,FB,29,16,12,0,0,0,0,0,1,5,5.00,0,13,8,62,7.75,0,0,,0,,,7,14.7,14.7,10.7,,119,,KreiDa00
370,Fred McAfee,NOR,RB,38,4,0,0,0,0,0,0,3,12,4.00,1,0,0,0,,0,0,,1,,,7,7.2,7.2,7.2,,116,,McAfFr00
371,Fred McCrary,ATL,FB,34,15,0,0,0,0,0,0,0,0,,0,4,3,13,4.33,1,0,,1,,,7,10.3,10.3,8.8,,115,,McCrFr00
372,Itula Mili,SEA,TE,33,10,2,0,0,0,0,0,0,0,,0,18,10,69,6.90,0,0,,0,,,7,16.9,16.9,11.9,,66,,MiliIt00
373,Ryan Moats,PHI,RB,24,8,0,0,0,0,0,0,22,69,3.14,0,1,0,0,,0,0,,0,,,7,6.9,6.9,6.9,,117,,MoatRy00
374,Aaron Walker,STL,TE,26,16,6,0,0,0,0,0,0,0,,0,6,5,68,13.60,0,0,,0,,,7,11.8,11.8,9.3,,68,,WalkAa00
375,Charlie Whitehurst,SDG,QB,24,2,0,0,0,0,0,0,2,13,6.50,1,0,0,0,,0,0,,1,,,7,7.3,7.3,7.3,,57,,WhitCh02
376,B.J. Askew,NYJ,FB,26,13,5,0,0,0,0,0,6,11,1.83,0,12,9,50,5.56,0,0,,0,,,6,15.1,15.1,10.6,,124,,AskeB.00
377,Ran Carthon,IND,RB,25,3,0,0,0,0,0,0,3,4,1.33,1,0,0,0,,0,0,,1,,,6,6.4,6.4,6.4,,120,,CartRa00
378,Rock Cartwright,WAS,FB,27,16,0,0,0,0,0,0,5,15,3.00,0,0,0,0,,0,1,1,1,,,6,5.5,6.5,5.5,,126,,CartRo01
379,Keary Colbert,CAR,WR,24,12,3,0,0,0,0,0,0,0,,0,12,5,56,11.20,0,0,,0,,,6,10.6,10.6,8.1,,136,,ColbKe00
380,Earnest Graham,TAM,RB,26,16,0,0,0,0,0,0,11,59,5.36,0,4,1,4,4.00,0,0,,0,,,6,7.3,7.3,6.8,,121,,GrahEa00
381,Brian Griese,CHI,QB,31,6,0,18,32,220,1,2,6,-5,-0.83,0,0,0,0,,0,1,1,0,,,6,6.3,9.3,8.3,,58,,GrieBr00
382,William Henderson,GNB,FB,35,14,9,0,0,0,0,0,0,0,,0,18,12,62,5.17,0,0,,0,,,6,18.2,18.2,12.2,,122,,HendWi00
383,Michael Jennings,NYG,WR,27,8,0,0,0,0,0,0,2,12,6.00,0,8,5,49,9.80,0,0,,0,,,6,11.1,11.1,8.6,,134,,JennMi00
384,Bethel Johnson,MIN,WR,27,11,2,0,0,0,0,0,4,8,2.00,0,19,9,156,17.33,0,1,5,0,,,6,15.4,23.4,10.9,,132,,JohnBe00
385,Jeff King,CAR,TE,23,12,0,0,0,0,0,0,0,0,,0,4,1,1,1.00,1,0,,1,,,6,7.1,7.1,6.6,,71,,KingJe00
386,Brandon Miree,GNB,RB,25,10,3,0,0,0,0,0,0,0,,0,13,9,57,6.33,0,0,,0,,,6,14.7,14.7,10.2,,125,,MireBr00
387,Clarence Moore,BAL,WR,24,10,1,0,0,0,0,0,0,0,,0,6,2,1,0.50,1,0,,1,,,6,8.1,8.1,7.1,,135,,MoorCl00
388,Ryan Neufeld,BUF,TE,31,9,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,1,0,,1,,,6,7.4,7.4,6.9,,69,,NeufRy00
389,Visanthe Shiancoe,NYG,TE,26,16,4,0,0,0,0,0,0,0,,0,14,12,81,6.75,0,1,1,0,,,6,18.1,19.1,12.1,,72,,ShiaVi00
390,Marques Tuiasosopo,OAK,QB,27,2,0,6,13,68,1,2,4,29,7.25,0,0,0,0,,0,1,,0,,,6,5.6,7.6,7.6,,59,,TuiaMa00
391,Lawrence Vickers,CLE,FB,23,16,1,0,0,0,0,0,3,2,0.67,0,7,6,60,10.00,0,0,,0,,,6,12.2,12.2,9.2,,123,,VickLa00
392,Paris Warren,TAM,WR,24,8,0,0,0,0,0,0,0,0,,0,7,5,63,12.60,0,0,,0,,,6,11.3,11.3,8.8,,133,,WarrPa00
393,Todd Yoder,WAS,TE,28,14,0,0,0,0,0,0,0,0,,0,3,1,4,4.00,1,0,,1,,,6,7.4,7.4,6.9,,70,,YodeTo00
394,Brad Cieslak,BUF,TE,24,7,2,0,0,0,0,0,0,0,,0,9,6,46,7.67,0,0,,0,,,5,10.6,10.6,7.6,,75,,CiesBr00
395,Darnell Dinkins,CLE,TE,29,14,2,0,0,0,0,0,0,0,,0,3,2,14,7.00,1,1,1,1,,,5,7.4,8.4,6.4,,73,,DinkDa00
396,Justin Gage,CHI,WR,25,8,0,0,0,0,0,0,0,0,,0,8,4,68,17.00,0,1,1,0,,,5,8.8,9.8,6.8,,138,,GageJu00
397,Cortez Hankton,JAX,WR,25,12,1,0,0,0,0,0,0,0,,0,11,5,48,9.60,0,0,,0,,,5,9.8,9.8,7.3,,139,,HankCo00
398,Nate Jackson,DEN,WR,27,11,0,0,0,0,0,0,0,0,,0,6,5,49,9.80,0,0,,0,,,5,9.9,9.9,7.4,,137,,JackNa00
399,Jim Kleinsasser,MIN,TE,29,16,12,0,0,0,0,0,0,0,,0,16,7,47,6.71,0,0,,0,,,5,11.7,11.7,8.2,,74,,KleiJi00
400,Taye Biddle,CAR,WR,23,2,0,0,0,0,0,0,0,0,,0,5,3,37,12.33,0,0,,0,,,4,6.7,6.7,5.2,,141,,BiddTa00
401,Brooks Bollinger,MIN,QB,27,2,0,13,18,146,0,1,0,0,,0,0,0,0,,0,0,,0,,,4,3.8,4.8,4.8,,61,,BollBr00
402,Kyle Brady,JAX,TE,34,16,14,0,0,0,0,0,0,0,,0,8,5,37,7.40,0,0,,0,,,4,8.7,8.7,6.2,,78,,BradKy00
403,Brian Calhoun,DET,RB,22,7,0,0,0,0,0,0,7,19,2.71,0,2,2,20,10.00,0,1,,0,,,4,5.9,5.9,4.9,,127,,CalhBr00
404,Ronnie Cruz,KAN,RB,25,5,3,0,0,0,0,0,5,19,3.80,0,5,2,20,10.00,0,0,,0,,,4,5.9,5.9,4.9,,128,,CruzRo00
405,Jason Dunn,KAN,TE,33,15,5,0,0,0,0,0,0,0,,0,10,4,40,10.00,0,0,,0,,,4,8.0,8.0,6.0,,77,,DunnJa00
406,Devale Ellis,DET,WR,22,9,2,0,0,0,0,0,2,3,1.50,0,9,4,41,10.25,0,1,,0,,,4,8.4,8.4,6.4,,140,,ElliDe00
407,John Owens,NOR,TE,26,5,0,0,0,0,0,0,0,0,,0,5,4,44,11.00,0,0,,0,,,4,8.4,8.4,6.4,,76,,OwenJo00
408,Lousaka Polite,DAL,RB,25,12,0,0,0,0,0,0,7,18,2.57,0,8,2,21,10.50,0,0,,0,,,4,5.9,5.9,4.9,,129,,PoliLo00
409,Gabe Reid,CHI,TE,29,13,1,0,0,0,0,0,0,0,,0,10,4,37,9.25,0,0,,0,,,4,7.7,7.7,5.7,,79,,ReidGa00
410,Cory Schlesinger,DET,FB,34,14,5,0,0,0,0,0,0,0,,0,11,8,36,4.50,0,0,,0,,,4,11.6,11.6,7.6,,131,,SchlCo00
411,Daimon Shelton,BUF,FB,34,14,10,0,0,0,0,0,0,0,,0,10,7,35,5.00,0,0,,0,,,4,10.5,10.5,7.0,,132,,ShelDa00
412,Terrelle Smith,CLE,FB,28,16,8,0,0,0,0,0,8,14,1.75,0,11,8,21,2.63,0,0,,0,,,4,11.5,11.5,7.5,,133,,SmitTe00
413,Lee Suggs,MIA,RB,26,4,0,0,0,0,0,0,6,26,4.33,0,1,0,13,,0,0,,0,,,4,3.9,3.9,3.9,,130,,SuggLe00
414,Vinny Testaverde,NWE,QB,43,3,0,2,3,29,1,0,8,-8,-1.00,0,0,0,0,,0,0,,0,,,4,4.4,4.4,4.4,,60,,TestVi00
415,David Anderson,HOU,WR,23,9,0,0,0,0,0,0,0,0,,0,1,1,27,27.00,0,0,,0,,,3,3.7,3.7,3.2,,152,,AndeDa01
416,John Bronson,ARI,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,25,25.00,0,0,,0,,,3,3.5,3.5,3.0,,80,,BronJo00
417,Dee Brown,KAN,RB,28,15,0,0,0,0,0,0,10,24,2.40,0,1,1,5,5.00,0,1,,0,,,3,3.9,3.9,3.4,,136,,BrowDe02
418,Karl Hankton,CAR,WR,36,16,0,0,0,0,0,0,0,0,,0,3,3,31,10.33,0,0,,0,,,3,6.1,6.1,4.6,,144,,HankKa00
419,Madison Hedgecock,STL,FB,25,16,9,0,0,0,0,0,1,2,2.00,0,10,7,29,4.14,0,0,,0,,,3,10.1,10.1,6.6,,135,,HedgMa00
420,Taylor Jacobs,SFO,WR,25,8,0,0,0,0,0,0,0,0,,0,12,4,29,7.25,0,0,,0,,,3,6.9,6.9,4.9,,150,,JacoTa00
421,John Kuhn,PIT,FB,24,9,0,0,0,0,0,0,2,18,9.00,0,1,1,15,15.00,0,0,,0,,,3,4.3,4.3,3.8,,134,,KuhnJo00
422,Sean McHugh,DET,TE,24,6,2,0,0,0,0,0,0,0,,0,5,3,25,8.33,0,0,,0,,,3,5.5,5.5,4.0,,81,,McHuSe00
423,Johnnie Morant,OAK,WR,25,10,2,0,0,0,0,0,0,0,,0,12,7,70,10.00,0,2,2,0,,,3,10.0,12.0,6.5,,147,,MoraJo00
424,Sean Morey,PIT,WR,30,16,0,0,0,0,0,0,0,0,,0,4,2,29,14.50,0,1,,0,,,3,4.9,4.9,3.9,,151,,MoreSe00
425,Sinorice Moss,NYG,WR,23,6,0,0,0,0,0,0,0,0,,0,10,5,25,5.00,0,0,,0,,,3,7.5,7.5,5.0,,153,,MossSi00
426,Martin Nance,MIN,WR,23,1,1,0,0,0,0,0,0,0,,0,7,4,33,8.25,0,1,,0,,,3,7.3,7.3,5.3,,142,,NancMa00
427,Patrick Pass,NWE,FB,29,3,0,0,0,0,0,0,6,21,3.50,0,2,2,24,12.00,0,1,1,0,,,3,4.5,5.5,3.5,,139,,PassPa00
428,David Patten,WAS,WR,32,5,0,0,0,0,0,0,0,0,,0,4,1,25,25.00,0,0,,0,,,3,3.5,3.5,3.0,,154,,PattDa00
429,Andrew Pinnock,SDG,FB,26,3,0,0,0,0,0,0,4,25,6.25,0,0,0,0,,0,0,,0,,,3,2.5,2.5,2.5,,140,,PinnAn00
430,Ricky Proehl,IND,WR,38,2,1,0,0,0,0,0,0,0,,0,4,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,148,,ProeRi00
431,Courtney Roby,TEN,WR,23,12,0,0,0,0,0,0,1,3,3.00,0,7,2,28,14.00,0,0,,0,,,3,5.1,5.1,4.1,,145,,RobyCo00
432,Eric Shelton,CAR,RB,23,9,0,0,0,0,0,0,8,23,2.88,0,1,1,6,6.00,0,0,,0,,,3,3.9,3.9,3.4,,137,,ShelEr00
433,Micheal Spurlock,ARI,WR,23,1,0,0,0,0,0,0,0,0,,0,4,4,31,7.75,0,0,,0,,,3,7.1,7.1,5.1,,146,,SpurMi00
434,Delanie Walker,SFO,WR,22,7,1,0,0,0,0,0,0,0,,0,4,2,30,15.00,0,0,,0,,,3,5.0,5.0,4.0,,149,,WalkHu00
435,Travis Wilson,CLE,WR,22,4,1,0,0,0,0,0,0,0,,0,6,2,32,16.00,0,0,,0,,,3,5.2,5.2,4.2,,143,,WilsTr00
436,Derrick Wimbush,JAX,FB,26,12,6,0,0,0,0,0,1,3,3.00,0,5,4,23,5.75,0,0,,0,,,3,6.6,6.6,4.6,,138,,WimbDe00
437,Darian Barnes,MIA,FB,26,16,6,0,0,0,0,0,0,0,,0,7,3,22,7.33,0,0,,0,,,2,5.2,5.2,3.7,,141,,BarnDa00
438,Antonio Chatman,CIN,WR,27,3,0,0,0,0,0,0,0,0,,0,5,3,22,7.33,0,0,,0,,,2,5.2,5.2,3.7,,156,,ChatAn00
439,Christian Fauria,WAS,TE,35,9,0,0,0,0,0,0,0,0,,0,3,2,17,8.50,0,0,,0,,,2,3.7,3.7,2.7,,84,,FaurCh00
440,Chris Francies,GNB,WR,24,7,0,0,0,0,0,0,0,0,,0,5,2,16,8.00,0,0,,0,,,2,3.6,3.6,2.6,,162,,FranCh00
441,Rod Gardner,KAN,WR,29,14,0,0,0,0,0,0,0,0,,0,9,2,17,8.50,0,0,,0,,,2,3.7,3.7,2.7,,159,,GardRo00
442,Justin Green,BAL,FB,24,12,3,0,0,0,0,0,0,0,,0,4,4,17,4.25,0,0,,0,,,2,5.7,5.7,3.7,,145,,GreeJu00
443,Kay-Jay Harris,STL,RB,27,7,0,0,0,0,0,0,3,9,3.00,0,1,1,10,10.00,0,0,,0,,,2,2.9,2.9,2.4,,144,,HarrKa00
444,Kelvin Kight,NWE,WR,24,4,1,0,0,0,0,0,1,8,8.00,0,3,1,9,9.00,0,0,,0,,,2,2.7,2.7,2.2,,160,,KighKe00
445,Nate Lawrie,NOR,TE,25,7,0,0,0,0,0,0,0,0,,0,2,1,17,17.00,0,0,,0,,,2,2.7,2.7,2.2,,85,,LawrNa00
446,Reno Mahe,PHI,RB,26,12,1,0,0,0,0,0,4,18,4.50,0,6,5,23,4.60,0,4,1,0,,,2,7.1,8.1,4.6,,143,,MaheRe00
447,Josh McCown,DET,QB,27,2,0,0,0,0,0,0,0,0,,0,2,2,15,7.50,0,0,,0,,,2,3.5,3.5,2.5,,62,,McCoJo01
448,Chad Mustard,DEN,TE,29,12,4,0,0,0,0,0,0,0,,0,2,2,23,11.50,0,0,,0,,,2,4.3,4.3,3.3,,83,,MustCh00
449,Jerry Porter,OAK,WR,28,4,0,0,0,0,0,0,0,0,,0,4,1,19,19.00,0,0,,0,,,2,2.9,2.9,2.4,,158,,PortJe00
450,Sean Ryan,NYJ,TE,26,16,3,0,0,0,0,0,0,0,,0,9,6,44,7.33,0,1,1,0,,,2,8.4,9.4,5.4,,82,,RyanSe00
451,Quinn Sypniewski,BAL,TE,24,16,3,0,0,0,0,0,0,0,,0,2,2,15,7.50,0,0,,0,,,2,3.5,3.5,2.5,,86,,SypnQu00
452,LaBrandon Toefield,JAX,RB,26,4,0,0,0,0,0,0,10,22,2.20,0,0,0,0,,0,0,,0,,,2,2.2,2.2,2.2,,142,,ToefLa00
453,Jeff Webb,KAN,WR,24,10,0,0,0,0,0,0,0,0,,0,4,3,23,7.67,0,0,,0,,,2,5.3,5.3,3.8,,155,,WebbJe00
454,Terrence Wilkins,IND,WR,31,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,2,1,,,2,2.0,4.0,2.0,,157,,WilkTe00
455,Walter Young,PIT,WR,27,2,0,0,0,0,0,0,0,0,,0,1,1,17,17.00,0,0,,0,,,2,2.7,2.7,2.2,,161,,YounWa00
456,James Adkisson,OAK,WR,26,2,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,166,,AdkiJa00
457,Rich Alexis,JAX,RB,25,1,0,0,0,0,0,0,3,5,1.67,0,0,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,154,,AlexRi00
458,Will Buchanon,OAK,WR,23,1,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,167,,BuchWi01
459,Bam Childress,NWE,WR,24,2,0,0,0,0,0,0,0,0,,0,2,2,7,3.50,0,0,,0,,,1,2.7,2.7,1.7,,168,,ChilBr00
460,Cedric Cobbs,DEN,RB,25,2,0,0,0,0,0,0,3,9,3.00,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,149,,CobbCe00
461,Andre' Davis,BUF,WR,27,16,1,0,0,0,0,0,0,0,,0,7,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,164,,DaviAn01
462,Gus Frerotte,STL,QB,35,1,0,1,3,27,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,63,,FrerGu00
463,James Hodgins,NYJ,FB,29,6,0,0,0,0,0,0,0,0,,0,5,2,9,4.50,0,0,,0,,,1,2.9,2.9,1.9,,150,,HodgJa00
464,Oliver Hoyte,DAL,FB,22,12,5,0,0,0,0,0,0,0,,0,2,2,10,5.00,0,0,,0,,,1,3.0,3.0,2.0,,147,,HoytOl20
465,Doug Jolley,TAM,TE,27,11,0,0,0,0,0,0,0,0,,0,2,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,87,,JollDo00
466,Keylon Kincade,DAL,RB,24,1,0,0,0,0,0,0,4,9,2.25,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,151,,KincKe00
467,Derrick Lewis,HOU,WR,31,4,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,169,,LewiDe00
468,Corey McIntyre,NOR,FB,27,4,0,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,148,,McInCo00
469,Reggie McNeal,CIN,QB,23,7,0,0,0,0,0,0,1,8,8.00,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,65,,McNeRe00
470,Lance Moore,NOR,WR,23,4,0,0,0,0,0,0,0,0,,0,3,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,165,,MoorLa00
471,Josh Parry,SEA,RB,28,8,0,0,0,0,0,0,0,0,,0,2,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,146,,ParrJo00
472,Aaron Rodgers,GNB,QB,23,2,0,6,15,46,0,0,2,11,5.50,0,0,0,0,,0,1,1,0,,,1,0.9,1.9,0.9,,64,,RodgAa00
473,Cliff Russell,MIA,WR,27,3,0,0,0,0,0,0,0,0,,0,2,2,14,7.00,0,0,,0,,,1,3.4,3.4,2.4,,163,,RussCl00
474,Jerald Sowell,TAM,FB,32,11,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,153,,SoweJe00
475,Cooper Wallace,TEN,TE,24,2,1,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,88,,WallCo00
476,Marquis Weeks,SEA,RB,26,10,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,152,,WeekMa00
477,Sam Aiken,BUF,WR,26,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,171,,AikeSa00
478,Zac Alcorn,GNB,TE,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,91,,AlcoZa20
