,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
316,Braylon Edwards,SFO,WR,28,9,5,0,0,0,0,0,0,0,,0,34,15,181,12.07,0,0,,0,,,18,33.1,36.1,25.6,,125,,EdwaBr00
317,Leonard Hankerson,WAS,WR,22,4,2,0,0,0,0,0,0,0,,0,20,13,163,12.54,0,0,,0,1,,18,31.3,34.3,24.8,,124,,HankLe00
318,Alfonso Smith,ARI,RB,24,15,0,0,0,0,0,0,30,102,3.40,1,5,3,21,7.00,0,0,,1,,,18,21.3,24.3,19.8,,95,,SmitAl22
319,Steve Smith,PHI,WR,26,9,1,0,0,0,0,0,0,0,,0,20,11,124,11.27,1,1,,1,,,18,29.4,32.4,23.9,,123,,SmitSt02
320,Jesse Holley,DAL,WR,27,16,0,0,0,0,0,0,0,0,,0,7,7,169,24.14,0,0,,0,,,17,23.9,26.9,20.4,,127,,HollJe00
321,Ricardo Lockette,SEA,WR,25,2,0,0,0,0,0,0,0,0,,0,4,2,105,52.50,1,0,,1,,,17,18.5,21.5,17.5,,128,,LockRi00
322,Derrick Mason,2TM,WR,37,12,2,0,0,0,0,0,0,0,,0,35,19,170,8.95,0,0,,0,,,17,36.0,39.0,26.5,,126,,MasoDe00
323,Matt Spaeth,CHI,TE,28,15,8,0,0,0,0,0,0,0,,0,11,7,50,7.14,2,0,,2,,,17,24.0,24.0,20.5,,48,,SpaeMa00
324,John Phillips,DAL,TE,24,16,7,0,0,0,0,0,0,0,,0,18,15,101,6.73,1,0,,1,,,16,31.1,34.1,23.6,,49,,PhilJo00
325,Phillip Tanner,DAL,RB,23,9,0,0,0,0,0,0,22,76,3.45,1,2,2,19,9.50,0,0,,1,,,16,17.5,17.5,16.5,,97,,TannPh00
326,Patrick Turner,NYJ,WR,24,15,1,0,0,0,0,0,0,0,,0,15,8,96,12.00,1,0,,1,,,16,23.6,23.6,19.6,,129,,TurnPa00
327,Travis Beckum,NYG,TE,24,13,0,0,0,0,0,0,0,0,,0,10,5,93,18.60,1,0,,1,,,15,20.3,20.3,17.8,,50,,BeckTr00
328,Lex Hilliard,MIA,RB,27,16,4,0,0,0,0,0,16,41,2.56,1,7,5,49,9.80,0,0,,1,,,15,20.0,20.0,17.5,,99,,HillLe00
329,Bryant Johnson,HOU,WR,30,16,0,0,0,0,0,0,1,1,1.00,0,12,6,90,15.00,1,0,,1,,,15,21.1,21.1,18.1,,130,,JohnBr02
330,David Johnson,PIT,TE,24,16,16,0,0,0,0,0,0,0,,0,14,12,91,7.58,1,0,,1,,,15,27.1,27.1,21.1,,51,,JohnDa05
331,Josh Johnson,TAM,QB,25,9,1,19,36,246,1,2,11,67,6.09,0,2,0,0,,0,1,1,0,,,15,14.5,17.5,16.5,,52,,JohnJo05
332,Anthony McCoy,SEA,TE,24,16,9,0,0,0,0,0,0,0,,0,24,13,146,11.23,0,0,,0,,,15,27.6,30.6,21.1,,53,,McCoAn00
333,Bruce Miller,SFO,RB,24,15,8,0,0,0,0,0,4,8,2.00,0,15,11,83,7.55,1,1,,1,,,15,26.1,26.1,20.6,,98,,MillBr02
334,Ovie Mughelli,ATL,FB,31,7,5,0,0,0,0,0,2,1,0.50,0,8,4,25,6.25,2,0,,2,,,15,18.6,18.6,16.6,,101,,MughOv00
335,Brandon Myers,OAK,TE,26,16,7,0,0,0,0,0,0,0,,0,27,16,151,9.44,0,0,,0,,,15,31.1,34.1,23.1,,52,,MyerBr00
336,Kevin Ogletree,DAL,WR,24,14,1,0,0,0,0,0,2,3,1.50,0,26,15,164,10.93,0,1,1,0,,,15,29.7,33.7,22.2,,132,,OgleKe00
337,Steve Slaton,2TM,RB,25,6,0,0,0,0,0,0,24,84,3.50,1,4,3,3,1.00,0,0,,1,,,15,17.7,17.7,16.2,,100,,SlatSt00
338,Mike Sims-Walker,2TM,WR,27,6,4,0,0,0,0,0,0,0,,0,33,12,150,12.50,0,0,,0,,,15,27.0,30.0,21.0,,131,,WalkMi01
339,David Anderson,2TM,WR,28,6,0,0,0,0,0,0,0,0,,0,16,7,79,11.29,1,0,,1,,,14,20.9,20.9,17.4,,133,,AndeDa01
340,Martellus Bennett,DAL,TE,24,14,7,0,0,0,0,0,0,0,,0,26,17,144,8.47,0,0,,0,,,14,31.4,34.4,22.9,,54,,BennMa00
341,Jeremiah Johnson,DEN,RB,24,8,0,0,0,0,0,0,14,77,5.50,0,9,7,62,8.86,0,0,,0,,,14,20.9,20.9,17.4,,102,,JohnJe01
342,Dion Lewis,PHI,RB,21,15,0,0,0,0,0,0,23,102,4.43,1,1,1,-3,-3.00,0,1,1,1,,,14,14.9,18.9,14.4,,103,,LewiDi00
343,Stephen McGee,DAL,QB,26,1,0,24,38,182,1,0,4,28,7.00,0,0,0,0,,0,0,,0,,,14,14.1,14.1,14.1,,53,,McGeSt00
344,Bear Pascoe,NYG,TE,25,16,11,0,0,0,0,0,0,0,,0,16,12,136,11.33,0,0,,0,,,14,25.6,28.6,19.6,,56,,PascBe00
345,Logan Paulsen,WAS,TE,24,16,6,0,0,0,0,0,0,0,,0,19,11,138,12.55,0,0,,0,,,14,24.8,27.8,19.3,,55,,PaulLo00
346,Brandon Saine,GNB,RB,23,8,0,0,0,0,0,0,18,69,3.83,0,12,10,69,6.90,0,0,,0,,,14,23.8,23.8,18.8,,104,,SainBr00
347,Jamaal Charles,KAN,RB,25,2,1,0,0,0,0,0,12,83,6.92,0,6,5,9,1.80,1,1,1,1,,,13,18.2,19.2,15.7,,105,,CharJa00
348,Jonathan Dwyer,PIT,RB,22,7,0,0,0,0,0,0,16,123,7.69,0,1,1,6,6.00,0,0,,0,,,13,13.9,16.9,13.4,,106,,DwyeJo00
349,Mossis Madu,TAM,RB,24,9,0,0,0,0,0,0,15,55,3.67,0,12,10,72,7.20,0,0,,0,,,13,22.7,22.7,17.7,,107,,MaduMo00
350,Michael Palmer,ATL,TE,23,16,2,0,0,0,0,0,0,0,,0,16,10,72,7.20,1,0,,1,,,13,23.2,23.2,18.2,,57,,PalmMi00
351,Charlie Whitehurst,SEA,QB,29,3,2,27,56,298,1,1,4,13,3.25,0,0,0,0,,0,2,1,0,,,13,13.2,15.2,14.2,,54,,WhitCh02
352,Terrence Austin,WAS,WR,23,13,0,0,0,0,0,0,0,0,,0,26,12,137,11.42,0,1,1,0,,,12,23.7,27.7,17.7,,135,,AustTe00
353,Greg Camarillo,MIN,WR,29,13,0,0,0,0,0,0,0,0,,0,24,9,121,13.44,0,0,,0,,,12,21.1,24.1,16.6,,134,,CamaGr00
354,Colin Cloherty,JAX,TE,24,4,1,0,0,0,0,0,0,0,,0,8,4,57,14.25,0,0,,1,,,12,15.7,15.7,13.7,,58,,ClohCo00
355,Jamie Harper,TEN,RB,22,13,0,0,0,0,0,0,17,44,2.59,1,6,4,32,8.00,0,1,1,1,,,12,15.6,16.6,13.6,,111,,HarpJa01
356,Spencer Larsen,DEN,FB,27,16,6,0,0,0,0,0,14,44,3.14,0,9,9,76,8.44,0,0,,0,,,12,21.0,21.0,16.5,,109,,LarsSp99
357,Donald Lee,CIN,TE,31,9,4,0,0,0,0,0,0,0,,0,13,11,115,10.45,0,0,,0,,,12,22.5,25.5,17.0,,60,,LeexDo00
358,Michael Robinson,SEA,FB,28,14,4,0,0,0,0,0,4,7,1.75,0,14,9,74,8.22,1,1,1,1,,,12,21.1,22.1,16.6,,108,,RobiMi00
359,Dante Rosario,2TM,TE,27,16,3,0,0,0,0,0,0,0,,0,11,7,117,16.71,0,0,,0,,,12,18.7,21.7,15.2,,59,,RosaDa00
360,Shane Vereen,NWE,RB,22,5,0,0,0,0,0,0,15,57,3.80,1,0,0,0,,0,0,,1,,,12,11.7,11.7,11.7,,110,,VereSh00
361,Donnie Avery,TEN,WR,27,8,0,0,0,0,0,0,0,0,,0,11,3,45,15.00,1,0,,1,,,11,13.5,13.5,12.0,,139,,AverDo00
362,Lorenzo Booker,MIN,RB,27,15,0,0,0,0,0,0,13,52,4.00,0,14,8,82,10.25,0,3,1,0,,,11,19.4,20.4,15.4,,112,,BookLo00
363,John Conner,NYJ,FB,24,16,8,0,0,0,0,0,13,44,3.38,1,5,2,9,4.50,0,0,,1,,,11,13.3,13.3,12.3,,113,,ConnJo00
364,Terrance Copper,KAN,WR,29,16,2,0,0,0,0,0,0,0,,0,12,8,114,14.25,0,0,,0,,,11,19.4,22.4,15.4,,136,,CoppTe00
365,Domenik Hixon,NYG,WR,27,2,0,0,0,0,0,0,0,0,,0,6,4,50,12.50,1,0,,1,,,11,15.0,15.0,13.0,,137,,HixoDo00
366,Rob Housler,ARI,TE,23,12,2,0,0,0,0,0,0,0,,0,26,12,133,11.08,0,1,1,0,,,11,23.3,27.3,17.3,,61,,HousRo01
367,Sam Hurd,CHI,WR,26,12,0,0,0,0,0,0,0,0,,0,15,8,109,13.63,0,1,,0,,,11,18.9,21.9,14.9,,138,,HurdSa00
368,Sammy Morris,DAL,RB,34,3,0,0,0,0,0,0,28,98,3.50,0,7,5,13,2.60,0,0,,0,,,11,16.1,16.1,13.6,,114,,MorrSa00
369,John Clay,PIT,RB,23,2,0,0,0,0,0,0,10,41,4.10,1,0,0,0,,0,0,,1,,,10,10.1,10.1,10.1,,116,,ClayJo00
370,Colin Cochart,CIN,TE,24,10,3,0,0,0,0,0,0,0,,0,9,5,44,8.80,1,0,,1,,,10,15.4,15.4,12.9,,62,,CochCo00
371,Tom Crabtree,GNB,TE,26,16,9,0,0,0,0,0,0,0,,0,8,6,38,6.33,1,0,,1,,,10,15.8,15.8,12.8,,64,,CrabTo00
372,Jake Delhomme,HOU,QB,36,1,0,18,28,211,1,0,0,0,,0,0,0,0,,0,1,1,0,,,10,10.4,11.4,10.4,,55,,DelhJa00
373,Julian Edelman,NWE,WR,25,13,0,0,0,0,0,0,4,8,2.00,0,9,4,34,8.50,0,3,,1,,,10,14.2,14.2,12.2,,140,,EdelJu00
374,Taiwan Jones,OAK,RB,23,10,0,0,0,0,0,0,16,73,4.56,0,3,2,25,12.50,0,0,,0,,,10,11.8,11.8,10.8,,117,,JoneTa00
375,Vonta Leach,BAL,FB,30,16,16,0,0,0,0,0,12,35,2.92,0,27,15,69,4.60,0,0,,0,,,10,25.4,25.4,17.9,,115,,LeacVo00
376,Zach Miller,JAX,TE,27,4,0,0,0,0,0,0,0,0,,0,7,4,42,10.50,1,0,,1,,,10,14.2,14.2,12.2,,63,,MillZa02
377,Jerheme Urban,KAN,WR,31,6,1,0,0,0,0,0,1,7,7.00,0,13,4,35,8.75,1,0,,1,,,10,14.2,14.2,12.2,,141,,UrbaJe00
378,Josh Baker,NYJ,TE,25,11,0,0,0,0,0,0,0,0,,0,4,3,27,9.00,1,0,,1,,,9,11.7,11.7,10.2,,66,,BakeJo01
379,Ramses Barden,NYG,WR,25,8,0,0,0,0,0,0,0,0,,0,19,9,94,10.44,0,0,,0,,,9,18.4,18.4,13.9,,142,,BardRa00
380,Bernard Berrian,MIN,WR,31,5,1,0,0,0,0,0,0,0,,0,23,7,91,13.00,0,0,,0,,,9,16.1,16.1,12.6,,144,,BerrBe00
381,Richie Brockel,CAR,TE,25,11,2,0,0,0,0,0,3,12,4.00,1,3,3,13,4.33,0,0,,1,,,9,11.5,11.5,10.0,,67,,BrocRi00
382,Keary Colbert,KAN,WR,29,7,0,0,0,0,0,0,0,0,,0,12,9,89,9.89,0,1,,0,,,9,17.9,17.9,13.4,,147,,ColbKe00
383,Kevin Faulk,NWE,RB,35,7,3,0,0,0,0,0,17,57,3.35,0,9,7,34,4.86,0,0,,0,,,9,16.1,16.1,12.6,,118,,FaulKe00
384,Daniel Graham,TEN,TE,33,16,7,0,0,0,0,0,0,0,,0,5,2,25,12.50,1,0,,1,,,9,10.5,10.5,9.5,,68,,GrahDa00
385,Chad Hall,PHI,WR,25,7,0,0,0,0,0,0,3,13,4.33,0,9,3,20,6.67,1,0,,1,,,9,12.3,12.3,10.8,,143,,HallCh00
386,Greg Jones,JAX,FB,30,16,9,0,0,0,0,0,2,7,3.50,1,9,4,19,4.75,0,0,,1,,,9,12.6,12.6,10.6,,119,,JoneGr01
387,Marc Mariani,TEN,WR,24,16,0,0,0,0,0,0,1,4,4.00,0,12,5,24,4.80,0,1,,1,,,9,13.8,13.8,11.3,,149,,MariMa00
388,Weslye Saunders,PIT,WR,22,16,6,0,0,0,0,0,0,0,,0,8,4,29,7.25,1,0,,1,,,9,12.9,12.9,10.9,,148,,SaunWe00
389,Cecil Shorts,JAX,WR,24,10,0,0,0,0,0,0,0,0,,0,12,2,30,15.00,1,0,,1,,,9,11.0,11.0,10.0,,145,,ShorCe00
390,Luke Stocker,TAM,TE,23,14,9,0,0,0,0,0,0,0,,0,17,12,92,7.67,0,0,,0,,,9,21.2,21.2,15.2,,65,,StocLu00
391,Eric Weems,ATL,WR,26,16,2,0,0,0,0,0,0,0,,0,14,11,90,8.18,0,0,,0,,,9,20.0,20.0,14.5,,146,,WeemEr00
392,John Gilmore,NOR,TE,32,14,4,0,0,0,0,0,0,0,,0,6,3,20,6.67,1,0,,1,,,8,11.0,11.0,9.5,,69,,GilmJo00
393,Michael Hoomanawanui,STL,WR,23,8,8,0,0,0,0,0,0,0,,0,13,7,83,11.86,0,0,,0,,,8,15.3,15.3,11.8,,150,,HoomMi00
394,Henry Hynoski,NYG,RB,23,11,4,0,0,0,0,0,0,0,,0,16,12,83,6.92,0,0,,0,,,8,20.3,20.3,14.3,,120,,HynoHe01
395,Ruvell Martin,BUF,WR,29,14,0,0,0,0,0,0,0,0,,0,16,7,82,11.71,0,0,,0,,,8,15.2,15.2,11.7,,151,,MartRu00
396,Cameron Morrah,SEA,TE,24,9,4,0,0,0,0,0,1,1,1.00,0,13,6,74,12.33,0,0,,0,,,8,13.5,13.5,10.5,,70,,MorrCa00
397,Anthony Sherman,ARI,FB,23,15,7,0,0,0,0,0,1,3,3.00,0,9,8,72,9.00,0,0,,0,,,8,15.5,15.5,11.5,,121,,SherAn00
398,Billy Bajema,STL,TE,29,16,12,0,0,0,0,0,0,0,,0,14,9,71,7.89,0,0,,0,,,7,16.1,16.1,11.6,,71,,BajeBi00
399,Brandon Banks,WAS,WR,24,16,0,1,1,49,1,0,1,1,1.00,0,1,1,10,10.00,0,7,,0,,,7,8.1,8.1,7.6,,153,,BankBr00
400,Rock Cartwright,OAK,FB,32,15,0,0,0,0,0,0,4,45,11.25,0,6,4,24,6.00,0,0,,0,,,7,10.9,10.9,8.9,,122,,CartRo01
401,Chris Cooley,WAS,TE,29,5,5,0,0,0,0,0,2,3,1.50,0,13,8,65,8.13,0,0,,0,,,7,14.8,14.8,10.8,,72,,CoolCh00
402,Lee Evans,BAL,WR,30,9,2,0,0,0,0,0,0,0,,0,26,4,74,18.50,0,0,,0,,,7,11.4,11.4,9.4,,152,,EvanLe00
403,Nick Miller,2TM,WR,24,8,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,,1,,,7,7.8,7.8,7.3,,154,,MillNi00
404,Richard Bartel,ARI,QB,28,2,0,10,22,86,1,1,1,9,9.00,0,0,0,0,,0,0,,0,,,6,6.3,7.3,7.3,,57,,BartRi00
405,Charlie Batch,PIT,QB,37,4,1,15,24,208,0,1,3,-2,-0.67,0,0,0,0,,0,0,,0,,,6,6.1,7.1,7.1,,59,,BatcCh00
406,Rashied Davis,DET,WR,32,11,0,0,0,0,0,0,0,0,,0,5,4,63,15.75,0,0,,0,,,6,10.3,10.3,8.3,,155,,DaviRa00
407,Richard Goodman,SDG,WR,24,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,1,,,6,6.0,6.0,6.0,,156,,GoodRi00
408,Bruce Gradkowski,CIN,QB,28,2,0,8,18,109,1,1,3,1,0.33,0,0,0,0,,0,0,,0,,,6,6.5,7.5,7.5,,56,,GradBr00
409,Matt Leinart,HOU,QB,28,2,1,10,13,57,1,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,6,6.2,6.2,6.2,,58,,LeinMa00
410,Matthew Mulligan,NYJ,TE,26,16,9,0,0,0,0,0,0,0,,0,9,5,58,11.60,0,0,,0,,,6,10.8,10.8,8.3,,74,,MullMa00
411,Kealoha Pilares,CAR,WR,23,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,1,,,6,6.0,6.0,6.0,,157,,PilaKe00
412,Ryan Taylor,GNB,TE,24,15,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,1,0,,1,,,6,7.4,7.4,6.9,,73,,TaylRy00
413,Armando Allen,CHI,RB,22,2,0,0,0,0,0,0,15,48,3.20,0,1,0,0,,0,0,,0,,,5,4.8,4.8,4.8,,126,,AlleAr00
414,Danny Amendola,STL,WR,26,1,1,0,0,0,0,0,0,0,,0,6,5,45,9.00,0,1,,0,,,5,9.5,9.5,7.0,,160,,AmenDa00
415,Deon Butler,SEA,WR,25,5,0,0,0,0,0,0,0,0,,0,7,6,51,8.50,0,0,,0,,,5,11.1,11.1,8.1,,158,,ButlDe00
416,Tyler Clutts,CHI,FB,27,16,8,0,0,0,0,0,0,0,,0,10,8,48,6.00,0,1,,0,,,5,12.8,12.8,8.8,,127,,ClutTy00
417,Jerome Felton,2TM,RB,25,14,3,0,0,0,0,0,3,10,3.33,0,7,4,40,10.00,0,0,,0,,,5,9.0,9.0,7.0,,124,,FeltJe00
418,Ahmard Hall,TEN,FB,32,12,7,0,0,0,0,0,6,24,4.00,0,14,9,46,5.11,0,1,1,0,,,5,14.0,15.0,9.5,,125,,HallAh00
419,DuJuan Harris,JAX,RB,23,5,0,0,0,0,0,0,9,42,4.67,0,2,1,4,4.00,0,0,,0,,,5,5.6,5.6,5.1,,128,,HarrDu01
420,Erik Lorig,TAM,FB,25,16,7,0,0,0,0,0,0,0,,0,9,6,53,8.83,0,0,,0,,,5,11.3,11.3,8.3,,123,,LoriEr99
421,Jake O'Connell,KAN,TE,26,8,4,0,0,0,0,0,0,0,,0,12,7,52,7.43,0,0,,0,,,5,12.2,12.2,8.7,,75,,OConJa00
422,Zach Potter,JAX,TE,25,15,7,0,0,0,0,0,0,0,,0,7,5,50,10.00,0,0,,0,,,5,10.0,10.0,7.5,,76,,PottZa99
423,Chris Redman,ATL,QB,34,5,0,18,28,188,0,1,5,-6,-1.20,0,0,0,0,,0,0,,0,,,5,4.9,5.9,5.9,,60,,RedmCh00
424,LaQuan Williams,BAL,WR,23,12,0,0,0,0,0,0,0,0,,0,12,4,46,11.50,0,2,,0,,,5,8.6,8.6,6.6,,159,,WillLa01
425,Kyle Boller,OAK,QB,30,2,1,15,28,161,0,3,9,38,4.22,0,0,0,0,,0,3,,0,,,4,4.2,7.2,7.2,,61,,BollKy00
426,Stephen Burton,MIN,WR,22,3,0,0,0,0,0,0,0,0,,0,3,2,38,19.00,0,0,,0,,,4,5.8,5.8,4.8,,163,,BurtSt00
427,Mike Caussin,BUF,TE,24,6,2,0,0,0,0,0,0,0,,0,6,5,41,8.20,0,0,,0,,,4,9.1,9.1,6.6,,78,,CausMi00
428,Jeff Cumberland,NYJ,TE,24,3,0,0,0,0,0,0,0,0,,0,5,2,35,17.50,0,0,,0,,,4,5.5,5.5,4.5,,81,,CumbJe00
429,Tony Fiammetta,DAL,FB,25,10,6,0,0,0,0,0,4,4,1.00,0,5,3,39,13.00,0,0,,0,,,4,7.3,7.3,5.8,,130,,FiamTo00
430,Jerome Harrison,DET,RB,28,4,0,0,0,0,0,0,14,41,2.93,0,2,1,3,3.00,0,0,,0,,,4,5.4,5.4,4.9,,129,,HarrJe00
431,Will Heller,DET,TE,30,16,7,0,0,0,0,0,0,0,,0,12,6,42,7.00,0,0,,0,,,4,10.2,10.2,7.2,,77,,HellWi00
432,Owen Marecic,CLE,RB,23,14,4,0,0,0,0,0,4,8,2.00,0,7,5,31,6.20,0,1,,0,,,4,8.9,8.9,6.4,,133,,MareOw00
433,Luke McCown,JAX,QB,30,4,2,30,56,296,0,4,7,23,3.29,0,0,0,0,,0,2,1,0,,,4,4.1,9.1,8.1,,62,,McCoLu00
434,Jerious Norwood,STL,RB,28,9,0,0,1,0,0,1,24,61,2.54,0,1,0,0,,0,0,,0,,,4,4.1,5.1,5.1,,131,,NorwJe00
435,Kassim Osgood,JAX,WR,31,12,2,0,0,0,0,0,0,0,,0,11,5,42,8.40,0,0,,0,,,4,9.2,9.2,6.7,,161,,OsgoKa00
436,Montell Owens,JAX,RB,27,13,0,0,0,0,0,0,10,39,3.90,0,3,2,2,1.00,0,0,,0,,,4,6.1,6.1,5.1,,132,,OwenMo01
437,Zack Pianalto,TAM,TE,22,13,0,0,0,0,0,0,0,0,,0,5,4,40,10.00,0,0,,0,,,4,8.0,8.0,6.0,,79,,PianZa00
438,Taylor Price,2TM,WR,24,5,0,0,0,0,0,0,0,0,,0,4,2,39,19.50,0,0,,0,,,4,5.9,5.9,4.9,,162,,PricTa00
439,Andrew Quarless,GNB,TE,23,10,2,0,0,0,0,0,0,0,,0,4,3,36,12.00,0,0,,0,,,4,6.6,6.6,5.1,,80,,QuarAn00
440,DeMarco Sampson,ARI,WR,26,12,0,0,0,0,0,0,0,0,,0,8,3,36,12.00,0,0,,0,,,4,6.6,6.6,5.1,,165,,SampDe00
441,Owen Schmitt,PHI,FB,26,16,5,0,0,0,0,0,4,6,1.50,0,7,3,32,10.67,0,0,,0,,,4,6.8,6.8,5.3,,134,,SchmOw00
442,Devin Thomas,NYG,WR,25,16,0,0,0,0,0,0,0,0,,0,3,3,37,12.33,0,0,,0,,,4,6.7,6.7,5.2,,164,,ThomDe02
443,Johnny White,BUF,RB,23,12,0,0,0,0,0,0,12,38,3.17,0,4,1,-3,-3.00,0,0,,0,,,4,4.5,4.5,4.0,,135,,WhitJo01
444,Adrian Arrington,NOR,WR,26,4,0,0,0,0,0,0,0,0,,0,3,2,31,15.50,0,0,,0,,,3,5.1,5.1,4.1,,168,,ArriAd00
445,Anthony Becht,KAN,TE,34,9,5,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,0,,0,,,3,5.6,5.6,4.1,,85,,BechAn00
446,Kevin Brock,BUF,TE,25,2,0,0,0,0,0,0,0,0,,0,2,2,27,13.50,0,0,,0,,,3,4.7,4.7,3.7,,84,,BrocKe00
447,Jordan Cameron,CLE,TE,23,8,2,0,0,0,0,0,0,0,,0,13,6,33,5.50,0,0,,0,,,3,9.3,9.3,6.3,,82,,CameJo00
448,Mark Clayton,STL,WR,29,2,1,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,0,,0,,,3,5.6,5.6,4.1,,174,,ClayMa01
449,Jim Dray,ARI,TE,25,10,0,0,0,0,0,0,0,0,,0,5,2,25,12.50,0,0,,0,,,3,4.5,4.5,3.5,,86,,DrayJi00
450,Kris Durham,SEA,WR,23,3,0,0,0,0,0,0,0,0,,0,4,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,170,,DurhKr00
451,Brody Eldridge,IND,TE,24,13,8,0,0,0,0,0,0,0,,0,10,9,45,5.00,0,0,1,0,,,3,11.5,12.5,7.0,,87,,EldrBr00
452,Quinn Johnson,TEN,FB,25,4,1,0,0,0,0,0,0,0,,0,3,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,136,,JohnQu00
453,Jon Kitna,DAL,QB,39,3,0,6,10,87,1,2,3,-2,-0.67,0,0,0,0,,0,0,,0,,,3,3.3,5.3,5.3,,63,,KitnJo00
454,J.P. Losman,MIA,QB,30,2,0,6,10,60,0,0,2,1,0.50,0,0,0,0,,0,1,,0,,,3,2.5,2.5,2.5,,64,,LosmJ.00
455,Carlton Mitchell,CLE,WR,23,11,0,0,0,0,0,0,0,0,,0,4,3,31,10.33,0,0,,0,,,3,6.1,6.1,4.6,,169,,MitcCa00
456,Niles Paul,WAS,WR,22,13,2,0,0,0,0,0,1,7,7.00,0,5,2,25,12.50,0,0,,0,,,3,5.2,5.2,4.2,,166,,PaulNi00
457,Bilal Powell,NYJ,RB,23,2,0,0,0,0,0,0,13,21,1.62,0,1,1,7,7.00,0,1,,0,,,3,3.8,3.8,3.3,,139,,PoweBi00
458,Brian Robiskie,CLE,WR,24,6,2,0,0,0,0,0,0,0,,0,9,3,25,8.33,0,0,,0,,,3,5.5,5.5,4.0,,176,,RobiBr00
459,Matthew Slater,NWE,WR,26,16,3,0,0,0,0,0,0,0,,0,3,1,46,46.00,0,1,1,0,,,3,3.6,4.6,3.1,,175,,SlatMa00
460,Kory Sperry,SDG,TE,26,16,4,0,0,0,0,0,0,0,,0,5,1,32,32.00,0,0,,0,,,3,4.2,4.2,3.7,,83,,SperKo00
461,Sammie Stroughter,TAM,WR,25,6,0,0,0,0,0,0,0,0,,0,7,4,52,13.00,0,1,1,0,,,3,7.2,8.2,5.2,,167,,StroSa00
462,Manase Tonga,OAK,RB,27,11,3,0,0,0,0,0,1,12,12.00,0,4,3,18,6.00,0,0,,0,,,3,6.0,6.0,4.5,,137,,TongMa00
463,Tiquan Underwood,NWE,WR,24,6,0,0,0,0,0,0,0,0,,0,6,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,171,,UndeTi00
464,Lawrence Vickers,HOU,FB,28,14,1,0,0,0,0,0,1,0,0.00,0,8,4,29,7.25,0,0,,0,,,3,6.9,6.9,4.9,,138,,VickLa00
465,Bryan Walters,SDG,WR,24,4,0,0,0,0,0,0,0,0,,0,4,3,27,9.00,0,0,,0,,,3,5.7,5.7,4.2,,172,,WaltBr00
466,Ryan Whalen,CIN,WR,22,4,0,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,0,,0,,,3,6.7,6.7,4.7,,173,,WhalRy00
467,Brock Bolen,JAX,RB,26,13,0,0,0,0,0,0,2,14,7.00,0,5,2,6,3.00,0,0,,0,,,2,4.0,4.0,3.0,,142,,BoleBr00
468,Thomas Clayton,CLE,RB,27,3,0,0,0,0,0,0,8,12,1.50,0,1,1,3,3.00,0,0,,0,,,2,2.5,2.5,2.0,,146,,ClayTh00
469,Clyde Gates,MIA,WR,25,15,0,0,0,0,0,0,1,4,4.00,0,,2,19,9.50,0,0,,0,,,2,4.3,4.3,3.3,,177,,GateCl00
470,Garrett Graham,HOU,FB,25,7,0,0,0,0,0,0,0,0,,0,2,1,24,24.00,0,0,,0,,,2,3.4,3.4,2.9,,140,,GrahGa00
471,Alex Green,GNB,RB,23,4,0,0,0,0,0,0,3,11,3.67,0,1,1,6,6.00,0,0,,0,,,2,2.7,2.7,2.2,,145,,GreeAl00
472,Virgil Green,DEN,TE,23,15,3,0,0,0,0,0,0,0,,0,5,3,24,8.00,0,0,,0,,,2,5.4,5.4,3.9,,88,,GreeVi00
473,Roscoe Parrish,BUF,WR,29,2,2,0,0,0,0,0,0,0,,0,4,1,16,16.00,0,0,,0,,,2,2.6,2.6,2.1,,180,,ParrRo00
474,Justin Peelle,SFO,TE,32,14,2,0,0,0,0,0,0,0,,0,4,1,19,19.00,0,0,,0,,,2,2.9,2.9,2.4,,89,,PeelJu00
475,Cedric Peerman,CIN,RB,25,15,0,0,0,0,0,0,3,15,5.00,0,1,0,0,,0,0,,0,,,2,1.5,1.5,1.5,,147,,PeerCe00
476,Chris Pressley,CIN,FB,25,15,10,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,0,,0,,,2,4.9,4.9,3.4,,143,,PresCh00
477,Mike Sellers,WAS,FB,36,12,0,0,0,0,0,0,0,0,,0,2,1,15,15.00,0,0,,0,,,2,2.5,2.5,2.0,,148,,SellMi00
