,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
143,LaMont Jordan,NYJ,RB,26,16,0,0,1,0,0,1,93,479,5.15,2,16,15,112,7.47,0,1,,2,,,69,84.1,91.1,77.6,,43,,JordLa00
144,Jeb Putzier,DEN,TE,25,16,5,0,0,0,0,0,0,0,,0,54,36,572,15.89,2,0,,2,,,69,105.2,108.2,87.2,,12,,PutzJe00
145,L.J. Smith,PHI,TE,24,16,8,0,0,0,0,0,0,0,,0,54,34,377,11.09,5,0,,5,,,68,101.7,104.7,84.7,,13,,SmitL.00
146,Jonathan Wells,HOU,RB,25,16,1,0,0,0,0,0,82,299,3.65,3,16,11,79,7.18,2,1,1,5,1,,68,78.8,82.8,73.3,,44,,WellJo00
147,Anquan Boldin,ARI,WR,24,10,9,0,0,0,0,0,1,3,3.00,0,104,56,623,11.13,1,1,1,1,,,67,122.6,126.6,94.6,,59,,BoldAn00
148,Deion Branch,NWE,WR,25,9,9,0,0,0,0,0,0,0,,0,51,35,454,12.97,4,1,1,4,,,67,102.4,106.4,84.9,,58,,BranDe00
149,Chris Cooley,WAS,TE,22,16,9,0,0,0,0,0,0,0,,0,63,37,314,8.49,6,0,,6,,,67,104.4,107.4,85.9,,14,,CoolCh00
150,Marcus Pollard,IND,TE,32,13,13,0,0,0,0,0,0,0,,0,41,29,309,10.66,6,0,,6,,,67,95.9,98.9,81.4,,15,,PollMa00
151,Mark Brunell,WAS,QB,34,9,9,118,237,1194,7,6,19,62,3.26,0,0,0,0,,0,6,3,0,,1,66,66.0,78.0,72.0,,33,,BrunMa00
152,Kevin Faulk,NWE,RB,28,11,1,0,0,0,0,0,54,255,4.72,2,30,26,248,9.54,1,2,1,3,,,66,92.3,99.3,79.3,,46,,FaulKe00
153,Tony Fisher,GNB,RB,25,16,0,1,1,8,1,0,65,224,3.45,0,44,38,277,7.29,2,1,,2,,,66,104.4,110.4,85.4,,45,,FishTo00
154,Tyrone Wheatley,OAK,RB,32,8,7,0,0,0,0,0,85,327,3.85,4,15,15,78,5.20,0,0,,4,,,65,79.5,82.5,72.0,,47,,WheaTy00
155,Tatum Bell,DEN,RB,23,14,0,0,0,0,0,0,75,396,5.28,3,7,5,80,16.00,0,1,1,3,,,64,68.6,72.6,66.1,,49,,BellTa00
156,Doug Gabriel,OAK,WR,24,16,5,0,0,0,0,0,2,7,3.50,0,79,33,551,16.70,2,2,2,2,,,64,96.8,101.8,80.3,,60,,GabrDo00
157,Travis Minor,MIA,RB,25,11,4,0,0,0,0,0,109,388,3.56,3,27,13,75,5.77,0,0,,3,,,64,77.3,80.3,70.8,,48,,MinoTr00
158,Anthony Thomas,CHI,RB,27,12,2,0,0,0,0,0,122,404,3.31,2,23,17,132,7.76,0,1,1,2,,,64,80.6,87.6,72.1,,50,,ThomAn01
159,Shaun McDonald,STL,WR,23,16,0,0,0,0,0,0,4,0,0.00,0,68,37,494,13.35,3,4,2,3,,,63,100.4,105.4,81.9,,61,,McDoSh00
160,Moe Williams,MIN,RB,30,14,1,0,0,0,0,0,30,161,5.37,3,27,21,233,11.10,1,0,,4,,,63,84.4,90.4,73.9,,51,,WillMo00
161,Mewelde Moore,MIN,RB,22,10,3,0,1,0,0,0,65,379,5.83,0,32,27,238,8.81,0,0,,0,,,62,88.7,94.7,75.2,,52,,MoorMe00
162,Jerome Pathon,NOR,WR,29,15,7,0,0,0,0,0,0,0,,0,67,34,581,17.09,1,1,1,1,,,62,96.1,100.1,79.1,,62,,PathJe00
163,Koren Robinson,SEA,WR,24,10,8,0,0,0,0,0,1,3,3.00,0,67,31,495,15.97,2,0,,2,,,62,92.8,95.8,77.3,,63,,RobiKo00
164,Jerry Rice,2TM,WR,42,17,14,0,0,0,0,0,0,0,,0,64,30,429,14.30,3,0,,3,,,61,90.9,93.9,75.9,,64,,RiceJe00
165,Michael Bennett,MIN,RB,26,11,7,0,0,0,0,0,70,276,3.94,1,23,21,207,9.86,1,1,,2,,,60,81.3,87.3,70.8,,53,,BennMi00
166,Curtis Conway,SFO,WR,33,16,5,0,0,0,0,0,0,0,,0,75,38,403,10.61,3,0,,3,1,,60,98.3,101.3,79.3,,65,,ConwCu00
167,Bobby Engram,SEA,WR,31,13,7,0,0,0,0,0,0,0,,0,53,36,499,13.86,2,1,1,2,,,60,95.9,99.9,77.9,,66,,EngrBo00
168,Derrius Thompson,MIA,WR,27,16,3,0,0,0,0,0,0,0,,0,48,23,359,15.61,4,0,,4,,,60,82.9,85.9,71.4,,67,,ThomDe00
169,Jesse Chatman,SDG,RB,25,15,0,0,0,0,0,0,65,392,6.03,3,2,2,17,8.50,0,1,,3,,,59,60.9,63.9,59.9,,54,,ChatJe00
170,Steve Heiden,CLE,TE,28,13,13,0,0,0,0,0,0,0,,0,42,28,287,10.25,5,1,1,5,1,,59,86.7,90.7,72.7,,16,,HeidSt00
171,Bryant Johnson,ARI,WR,23,16,11,0,0,0,0,0,2,-6,-3.00,0,102,49,537,10.96,1,1,,1,,,59,108.1,111.1,83.6,,68,,JohnBr02
172,Quincy Morgan,2TM,WR,27,15,12,0,0,0,0,0,2,23,11.50,0,68,31,404,13.03,3,1,1,3,,,59,89.7,93.7,74.2,,69,,MorgQu00
173,Corey Bradford,HOU,WR,29,15,10,0,0,0,0,0,0,0,,0,54,27,399,14.78,3,0,,3,,,58,84.9,87.9,71.4,,70,,BradCo00
174,Maurice Hicks,SFO,RB,26,9,2,0,0,0,0,0,96,362,3.77,2,25,16,154,9.63,0,3,3,2,,,58,73.6,82.6,65.6,,56,,HickMa00
175,Aaron Stecker,NOR,RB,29,16,3,0,0,0,0,0,58,244,4.21,2,38,29,174,6.00,0,1,1,3,,,58,86.8,93.8,72.3,,55,,StecAa00
176,Shawn Bryson,DET,RB,28,16,1,0,0,0,0,0,50,264,5.28,0,57,44,322,7.32,0,1,1,0,,,57,100.6,107.6,78.6,,57,,BrysSh00
177,Kevin Curtis,STL,WR,26,15,0,0,0,0,0,0,3,24,8.00,0,50,32,421,13.16,2,1,1,2,1,,57,88.5,92.5,72.5,,71,,CurtKe00
178,Jay Fiedler,MIA,QB,33,8,7,101,190,1186,7,8,12,59,4.92,0,0,0,0,,0,9,4,0,,,57,57.3,72.3,65.3,,34,,FiedJa00
179,Troy Edwards,JAX,WR,27,16,4,0,0,0,0,0,2,2,1.00,0,80,50,533,10.66,1,3,2,1,,,56,105.5,110.5,80.5,,73,,EdwaTr00
180,Kelley Washington,CIN,WR,25,16,2,0,0,0,0,0,1,-1,-1.00,0,50,31,378,12.19,3,0,,3,,,56,86.7,89.7,71.2,,72,,WashKe00
181,Ken Dilger,TAM,TE,33,16,14,0,0,0,0,0,0,0,,0,55,39,345,8.85,3,0,,3,1,,55,93.5,96.5,74.0,,19,,DilgKe00
182,Freddie Jones,ARI,TE,30,16,15,0,0,0,0,0,0,0,,0,74,45,426,9.47,2,0,,2,,,55,99.6,102.6,77.1,,18,,JoneFr00
183,Clarence Moore,BAL,WR,22,15,6,0,0,0,0,0,0,0,,0,58,24,293,12.21,4,0,,4,1,,55,79.3,82.3,67.3,,74,,MoorCl00
184,Jerramy Stevens,SEA,TE,25,16,5,0,0,0,0,0,0,0,,0,47,31,349,11.26,3,0,,3,1,,55,85.9,88.9,70.4,,17,,StevJe00
185,Richie Anderson,DAL,FB,33,12,4,1,1,26,1,0,57,246,4.32,1,41,26,207,7.96,0,1,1,1,,,54,80.3,87.3,67.3,,58,,AndeRi00
186,Ladell Betts,WAS,RB,25,16,1,0,0,0,0,0,90,371,4.12,1,25,15,108,7.20,0,0,,1,,,54,68.9,74.9,61.4,,59,,BettLa00
187,Reche Caldwell,SDG,WR,25,6,6,0,0,0,0,0,4,45,11.25,0,29,18,310,17.22,3,1,,3,,,54,71.5,74.5,62.5,,76,,CaldRe00
188,Bobby Wade,CHI,WR,23,16,14,0,0,0,0,0,12,76,6.33,0,89,42,481,11.45,0,2,1,0,,,54,95.7,99.7,74.7,,75,,WadeBo00
189,Obafemi Ayanbadejo,ARI,FB,29,16,5,0,0,0,0,0,30,122,4.07,3,25,19,171,9.00,1,1,,4,,,53,72.3,78.3,62.8,,61,,AyanOb00
190,Andre' Davis,CLE,WR,25,7,7,0,0,0,0,0,1,-3,-3.00,0,35,16,416,26.00,2,0,,2,,,53,69.3,72.3,61.3,,77,,DaviAn01
191,Verron Haynes,PIT,RB,25,13,0,0,0,0,0,0,55,272,4.95,0,23,18,142,7.89,2,0,,2,,,53,71.4,77.4,62.4,,60,,HaynVe00
192,Brad Hoover,CAR,FB,28,14,9,0,0,0,0,0,68,246,3.62,0,32,21,161,7.67,2,0,,2,,,53,73.7,79.7,63.2,,62,,HoovBr00
193,Terry Glenn,DAL,WR,30,6,6,0,1,0,0,0,1,-3,-3.00,0,38,24,400,16.67,2,0,,2,,,52,75.7,78.7,63.7,,78,,GlenTe00
194,Mike Alstott,TAM,FB,31,14,11,0,0,0,0,0,67,230,3.43,2,41,29,202,6.97,0,2,2,2,,,51,80.2,88.2,65.7,,63,,AlstMi00
195,Najeh Davenport,GNB,RB,25,11,1,0,0,0,0,0,71,359,5.06,2,4,4,33,8.25,0,1,,2,,,51,55.2,58.2,53.2,,64,,DaveNa00
196,Ricky Proehl,CAR,WR,36,16,3,0,1,0,0,0,1,9,9.00,0,70,34,497,14.62,0,0,,0,,,51,84.6,87.6,67.6,,79,,ProeRi00
197,Mark Campbell,BUF,TE,29,12,12,0,0,0,0,0,0,0,,0,30,17,203,11.94,5,1,,5,,,50,67.3,70.3,58.8,,20,,CampMa00
198,Ken Dorsey,SFO,QB,23,8,7,123,226,1231,6,9,5,7,1.40,0,0,0,0,,0,5,3,0,,,50,49.9,64.9,58.9,,35,,DorsKe00
199,Quentin Griffin,DEN,RB,23,6,4,0,0,0,0,0,85,311,3.66,2,14,10,68,6.80,1,3,3,3,,,50,59.9,65.9,54.9,,65,,GrifQu00
200,Kris Mangum,CAR,TE,31,15,10,0,0,0,0,0,0,0,,0,58,34,323,9.50,3,0,,3,,,50,84.3,87.3,67.3,,21,,MangKr00
201,Freddie Mitchell,PHI,WR,26,16,9,0,0,0,0,0,0,0,,0,45,22,377,17.14,2,0,,2,,,50,71.7,74.7,60.7,,81,,MitcFr00
202,Dez White,ATL,WR,25,16,15,0,0,0,0,0,3,14,4.67,0,56,30,370,12.33,2,0,,2,,,50,80.4,83.4,65.4,,80,,WhitDe00
203,Eli Manning,NYG,QB,23,9,7,95,197,1043,6,9,6,35,5.83,0,0,0,0,,0,3,1,0,,,49,49.2,62.2,58.2,,36,,MannEl00
204,Aaron Shea,CLE,TE,28,15,8,0,0,0,0,0,0,0,,0,48,26,252,9.69,4,0,,4,,,49,75.2,78.2,62.2,,22,,SheaAa00
205,Derick Armstrong,HOU,WR,25,14,1,0,0,0,0,0,0,0,,0,39,29,415,14.31,1,0,,1,,,48,76.5,79.5,62.0,,83,,ArmsDe00
206,Todd Heap,BAL,TE,24,6,5,0,0,0,0,0,0,0,,0,44,27,303,11.22,3,0,,3,,,48,75.3,78.3,61.8,,23,,HeapTo00
207,Darius Watts,DEN,WR,23,16,2,0,0,0,0,0,5,33,6.60,0,53,31,385,12.42,1,1,,1,,,48,78.8,81.8,63.3,,82,,WattDa00
208,Kelly Holcomb,CLE,QB,31,4,2,59,87,737,7,5,3,-2,-0.67,0,0,0,0,,0,1,,0,,,47,47.3,55.3,52.3,,37,,HolcKe00
209,Wayne Chrebet,NYJ,WR,31,16,1,0,0,0,0,0,0,0,,0,54,31,397,12.81,1,0,,1,,,46,76.7,79.7,61.2,,84,,ChreWa00
210,Keenan McCardell,SDG,WR,34,7,6,0,1,0,0,0,1,3,3.00,0,58,31,393,12.68,1,0,,1,,,46,76.6,79.6,61.1,,85,,McCaKe00
211,Boo Williams,NOR,TE,25,16,7,0,0,0,0,0,0,0,,0,75,33,362,10.97,2,2,1,2,,,46,79.2,83.2,62.7,,24,,WillBo00
212,Robert Ferguson,GNB,WR,25,13,5,0,0,0,0,0,0,0,,0,49,24,367,15.29,1,1,,1,1,,45,68.7,71.7,56.7,,88,,FergRo00
213,DeShaun Foster,CAR,RB,24,4,3,0,0,0,0,0,59,255,4.32,2,10,9,76,8.44,0,0,,2,,,45,54.1,57.1,49.6,,66,,FostDe00
214,Ike Hilliard,NYG,WR,28,16,15,0,0,0,0,0,3,34,11.33,0,81,49,437,8.92,0,3,1,0,,,45,94.1,98.1,69.6,,87,,HillIk00
215,Joe Jurevicius,TAM,WR,30,10,3,0,0,0,0,0,0,0,,0,37,27,333,12.33,2,0,,2,,,45,72.3,75.3,58.8,,86,,JureJo00
216,Chad Lewis,PHI,TE,33,15,9,0,0,0,0,0,0,0,,0,46,29,267,9.21,3,0,,3,,,45,73.7,76.7,59.2,,25,,LewiCh00
217,Stephen Alexander,DET,TE,29,16,15,0,0,0,0,0,0,0,,0,76,41,377,9.20,1,0,,1,,,44,84.7,87.7,64.2,,26,,AlexSt00
218,Zack Crockett,OAK,FB,32,16,9,0,0,0,0,0,48,232,4.83,2,20,16,87,5.44,0,0,,2,,,44,59.9,62.9,51.9,,67,,CrocZa00
219,Randy Hymes,BAL,WR,25,14,7,0,1,0,0,0,0,0,,0,48,26,323,12.42,2,0,,2,,,44,70.3,73.3,57.3,,89,,HymeRa00
220,Doug Jolley,OAK,TE,25,16,13,0,0,0,0,0,0,0,,0,48,27,313,11.59,2,0,,2,,,43,70.3,73.3,56.8,,27,,JollDo00
221,Kassim Osgood,SDG,WR,24,16,7,0,0,0,0,0,0,0,,0,33,15,308,20.53,2,0,,2,,,43,57.8,60.8,50.3,,90,,OsgoKa00
222,Troy Hambrick,ARI,RB,28,10,0,0,0,0,0,0,63,283,4.49,1,5,4,16,4.00,1,0,,2,,,42,45.9,48.9,43.9,,68,,HambTr00
223,William Henderson,GNB,FB,33,16,8,0,0,0,0,0,0,0,,0,40,34,239,7.03,3,0,,3,,,42,75.9,78.9,58.9,,69,,HendWi00
224,Matt Schobel,CIN,TE,26,16,1,0,0,0,0,0,0,0,,0,33,21,201,9.57,4,1,1,4,,,42,63.1,67.1,52.6,,28,,SchoMa00
225,Kelly Campbell,MIN,WR,24,16,3,0,0,0,0,0,3,4,1.33,0,32,19,364,19.16,1,1,1,1,,,41,59.8,63.8,50.3,,93,,CampKe00
226,Kevin Johnson,BAL,WR,28,16,5,0,0,0,0,0,1,0,0.00,0,61,35,373,10.66,1,1,1,1,,,41,76.3,80.3,58.8,,91,,JohnKe01
227,Jerald Sowell,NYJ,FB,30,16,16,0,0,0,0,0,2,28,14.00,0,59,45,342,7.60,1,1,1,1,,,41,86.0,90.0,63.5,,70,,SoweJe00
228,Ernest Wilford,JAX,WR,25,15,3,0,0,0,0,0,0,0,,0,35,19,271,14.26,2,0,,2,1,,41,60.1,63.1,50.6,,92,,WilfEr00
229,Chris Baker,NYJ,TE,25,16,0,0,0,0,0,0,0,0,,0,29,18,182,10.11,4,1,1,4,,,40,58.2,62.2,49.2,,29,,BakeCh00
230,Chad Hutchinson,CHI,QB,27,5,5,92,161,903,4,3,6,14,2.33,0,0,0,0,,0,8,4,0,,,40,39.5,49.5,42.5,,38,,HutcCh00
231,Travis Taylor,BAL,WR,26,10,9,0,0,0,0,0,0,0,,0,80,34,421,12.38,0,1,1,0,,,40,74.1,78.1,57.1,,94,,TaylTr01
232,Dante Hall,KAN,WR,26,16,6,0,0,0,0,0,8,56,7.00,0,38,25,230,9.20,0,1,1,2,,,39,63.6,67.6,51.1,,95,,HallDa00
233,Jon Kitna,CIN,QB,32,4,3,61,104,623,5,4,10,42,4.20,0,0,0,0,,0,2,1,0,,,39,39.1,47.1,43.1,,39,,KitnJo00
234,Ben Troupe,TEN,TE,22,14,7,0,0,0,0,0,0,0,,0,54,33,329,9.97,1,2,,1,,,39,71.9,74.9,55.4,,30,,TrouBe00
235,Dominic Rhodes,IND,RB,25,16,0,0,0,0,0,0,53,254,4.79,1,4,2,24,12.00,0,2,1,2,,,38,39.8,43.8,38.8,,71,,RhodDo00
236,Bernard Berrian,CHI,WR,24,16,1,0,0,0,0,0,8,28,3.50,0,44,15,225,15.00,2,0,,2,,,37,52.3,55.3,44.8,,96,,BerrBe00
237,Travis Henry,BUF,RB,26,10,5,0,0,0,0,0,94,326,3.47,0,14,10,45,4.50,0,0,,0,,,37,47.1,50.1,42.1,,73,,HenrTr00
238,Erron Kinney,TEN,TE,27,9,9,0,0,0,0,0,0,0,,0,30,25,193,7.72,3,0,,3,,,37,62.3,65.3,49.8,,31,,KinnEr00
239,Artose Pinner,DET,RB,26,9,2,0,0,0,0,0,57,174,3.05,2,11,11,72,6.55,0,0,,2,,,37,47.6,50.6,42.1,,74,,PinnAr00
240,Kenny Watson,CIN,RB,26,16,0,0,0,0,0,0,26,161,6.19,0,35,25,171,6.84,1,2,1,1,,,37,62.2,69.2,49.7,,72,,WatsKe00
241,Alvis Whitted,OAK,WR,30,11,5,0,0,0,0,0,0,0,,0,25,9,227,25.22,2,0,,2,1,,37,45.7,48.7,41.2,,97,,WhitAl00
242,Brian Finneran,ATL,WR,28,12,1,0,0,0,0,0,0,0,,0,33,23,258,11.22,2,1,1,2,,,36,58.8,62.8,47.3,,98,,FinnBr00
243,Greg Jones,JAX,RB,23,16,3,0,0,0,0,0,62,162,2.61,3,10,3,13,4.33,0,1,,3,,,36,38.5,41.5,37.0,,76,,JoneGr01
244,LaBrandon Toefield,JAX,RB,24,14,0,0,0,0,0,0,51,169,3.31,0,34,28,151,5.39,1,1,1,1,,,36,64.0,71.0,50.0,,75,,ToefLa00
245,David Garrard,JAX,QB,26,4,2,38,72,374,2,1,12,76,6.33,1,0,0,0,,0,0,,1,,,35,34.6,38.6,35.6,,41,,GarrDa00
246,Brad Johnson,TAM,QB,36,4,4,65,103,674,3,3,5,23,4.60,0,0,0,0,,0,2,1,0,,1,35,35.3,42.3,38.3,,40,,JohnBr00
247,Reggie Williams,JAX,WR,21,16,15,0,0,0,0,0,0,0,,0,54,27,268,9.93,1,1,1,1,2,,35,61.8,65.8,48.3,,99,,WillRe00
248,Eddie Berlin,TEN,WR,26,16,1,0,0,0,0,0,0,0,,0,41,20,278,13.90,1,0,,1,,,34,53.8,56.8,43.8,,101,,BerlEd00
249,Patrick Pass,NWE,FB,27,14,4,0,0,0,0,0,39,141,3.62,0,32,28,215,7.68,0,1,1,0,,,34,61.6,68.6,47.6,,77,,PassPa00
250,Tai Streets,DET,WR,27,13,12,0,0,0,0,0,0,0,,0,56,28,260,9.29,1,0,,1,1,,34,62.0,65.0,48.0,,100,,StreTa00
251,J.R. Redmond,OAK,RB,27,16,1,0,0,0,0,0,21,119,5.67,0,50,32,233,7.28,0,2,1,0,,,33,65.2,72.2,49.2,,78,,RedmJ.00
252,Quincy Carter,NYJ,QB,27,7,3,35,58,498,3,1,12,20,1.67,0,0,0,0,,0,2,,0,,,32,31.9,35.9,32.9,,42,,CartQu00
253,Antonio Chatman,GNB,WR,25,16,2,0,0,0,0,0,4,36,9.00,0,45,22,246,11.18,1,3,1,1,,,32,54.2,58.2,43.2,,102,,ChatAn00
254,Desmond Clark,CHI,TE,27,15,13,0,0,0,0,0,0,0,,0,49,24,282,11.75,1,1,1,1,,,32,56.2,60.2,44.2,,32,,ClarDe00
255,Christian Fauria,NWE,TE,33,16,10,0,0,0,0,0,0,0,,0,20,16,195,12.19,2,0,,2,,,32,47.5,50.5,39.5,,33,,FaurCh00
256,Troy Fleming,TEN,RB,24,16,0,0,0,0,0,0,7,40,5.71,0,28,19,164,8.63,2,0,,2,,,32,51.4,54.4,41.9,,79,,FlemTr00
257,Rich Gannon,OAK,QB,39,3,3,41,68,524,3,2,5,26,5.20,0,0,0,0,,0,3,1,0,,1,32,31.6,37.6,33.6,,43,,GannRi00
258,Justin Griffith,ATL,FB,24,12,11,0,0,0,0,0,9,39,4.33,0,31,22,220,10.00,1,0,,1,,,32,53.9,56.9,42.9,,80,,GrifJu00
259,Doug Flutie,SDG,QB,42,2,1,20,38,276,1,0,5,39,7.80,2,0,0,0,,0,0,,2,,,31,30.9,30.9,30.9,,44,,FlutDo00
260,Luke McCown,CLE,QB,23,5,4,48,98,608,4,7,6,25,4.17,0,0,0,0,,0,2,,0,,1,31,30.8,40.8,37.8,,45,,McCoLu00
261,Robert Royal,WAS,TE,25,14,9,0,0,0,0,0,0,0,,0,15,8,70,8.75,4,0,,4,,,31,39.0,39.0,35.0,,34,,RoyaRo00
262,Shaud Williams,BUF,RB,24,4,0,0,0,0,0,0,42,167,3.98,2,3,3,19,6.33,0,1,,2,,,31,33.6,36.6,32.1,,81,,WillSh01
263,Jason Dunn,KAN,TE,31,16,0,0,0,0,0,0,0,0,,0,25,17,120,7.06,3,0,,3,,,30,47.0,50.0,38.5,,35,,DunnJa00
264,Bethel Johnson,NWE,WR,25,13,1,0,0,0,0,0,2,8,4.00,0,21,10,174,17.40,1,2,,2,,,30,40.2,43.2,35.2,,103,,JohnBe00
265,Itula Mili,SEA,TE,31,15,4,0,0,0,0,0,0,0,,0,36,23,240,10.43,1,0,,1,,,30,53.0,56.0,41.5,,36,,MiliIt00
266,Rex Grossman,CHI,QB,24,3,3,47,84,607,1,3,11,48,4.36,1,0,0,0,,0,2,2,1,,,29,29.1,37.1,32.1,,47,,GrosRe00
267,Craig Nall,GNB,QB,25,5,0,23,33,314,4,0,3,7,2.33,0,0,0,0,,0,1,,0,,,29,29.3,32.3,29.3,,46,,NallCr00
268,Patrick Hape,DEN,TE,30,16,5,0,0,0,0,0,0,0,,0,17,8,35,4.38,4,0,,4,,,28,35.5,35.5,31.5,,38,,HapePa00
269,Cory Schlesinger,DET,FB,32,13,11,0,0,0,0,0,4,7,1.75,0,16,10,91,9.10,3,0,,3,,,28,37.8,37.8,32.8,,83,,SchlCo00
270,Josh Scobey,ARI,RB,25,12,0,0,0,0,0,0,27,89,3.30,0,21,18,191,10.61,0,1,,0,,,28,46.0,49.0,37.0,,82,,ScobJo00
271,Reggie Swinton,DET,WR,29,13,1,0,0,0,0,0,1,3,3.00,0,31,18,213,11.83,1,1,,1,,,28,45.6,48.6,36.6,,104,,SwinRe00
272,Daniel Wilcox,BAL,TE,27,16,5,0,0,0,0,0,0,0,,0,35,25,219,8.76,1,1,,1,,,28,52.9,55.9,40.4,,37,,WilcDa01
273,Tim Carter,NYG,WR,25,5,0,0,0,0,0,0,2,23,11.50,0,18,12,182,15.17,1,0,,1,,,27,38.5,41.5,32.5,,106,,CartTi00
274,Mike Cloud,NYG,RB,29,10,0,0,0,0,0,0,21,90,4.29,3,1,1,3,3.00,0,0,,3,,,27,28.3,28.3,27.8,,84,,ClouMi00
275,Bryan Gilmore,MIA,WR,26,16,2,0,0,0,0,0,0,0,,0,34,15,206,13.73,1,1,,1,,,27,41.6,44.6,34.1,,105,,GilmBr00
276,Jerame Tuman,PIT,TE,28,16,16,0,0,0,0,0,0,0,,0,20,9,89,9.89,3,0,,3,,,27,35.9,35.9,31.4,,39,,TumaJe00
277,Dwayne Carswell,DEN,TE,32,15,14,0,0,0,0,0,0,0,,0,36,22,198,9.00,1,0,,1,,,26,47.8,50.8,36.8,,41,,CarsDw00
278,Mike Seidman,CAR,TE,23,16,6,0,0,0,0,0,0,0,,0,13,13,123,9.46,2,0,,2,1,,26,39.3,42.3,32.8,,40,,SeidMi00
279,Ron Dayne,NYG,RB,26,14,2,0,0,0,0,0,52,179,3.44,1,4,1,7,7.00,0,0,,1,,,25,25.6,28.6,25.1,,85,,DaynRo00
280,Eddie Drummond,DET,WR,24,11,1,0,0,0,0,0,1,9,9.00,0,0,0,0,,0,0,,4,,,25,24.9,24.9,24.9,,108,,DrumEd00
281,Chris Horn,KAN,WR,27,14,0,0,0,0,0,0,1,12,12.00,0,27,15,178,11.87,1,0,,1,,,25,40.0,43.0,32.5,,107,,HornCh00
282,Kyle Johnson,DEN,FB,26,14,3,0,0,0,0,0,0,0,,0,13,9,126,14.00,2,0,,2,,,25,33.6,36.6,29.1,,86,,JohnKy00
283,Teyo Johnson,OAK,TE,23,8,1,0,0,0,0,0,0,0,,0,13,9,131,14.56,2,0,,2,,,25,34.1,37.1,29.6,,42,,JohnTe00
284,Courtney Anderson,OAK,TE,24,9,4,0,0,0,0,0,0,0,,0,21,13,175,13.46,1,0,,1,,,24,36.5,39.5,30.0,,44,,AndeCo00
285,Tim Brown,TAM,WR,38,15,4,0,0,0,0,0,0,0,,0,31,24,200,8.33,1,2,1,1,,,24,48.0,52.0,36.0,,109,,BrowTi00
286,Billy Miller,HOU,TE,27,16,8,0,0,0,0,0,0,0,,0,33,17,178,10.47,1,1,,1,,,24,40.8,43.8,32.3,,43,,MillBi00
287,James Mungro,IND,RB,26,15,0,0,0,0,0,0,5,19,3.80,0,8,7,36,5.14,3,0,,3,,,24,30.5,30.5,27.0,,87,,MungJa00
288,Justin Fargas,OAK,RB,24,12,0,0,0,0,0,0,35,126,3.60,1,14,11,68,6.18,0,1,1,1,,,23,34.4,38.4,28.9,,88,,FargJu00
289,Brandon Manumaleuna,STL,TE,24,16,16,0,0,0,0,0,0,0,,0,21,15,174,11.60,1,0,,1,,,23,38.4,41.4,30.9,,45,,ManuBr00
290,Shad Meier,TEN,TE,26,14,6,0,0,0,0,0,0,0,,0,36,25,127,5.08,2,1,1,2,,,23,47.7,51.7,35.2,,46,,MeieSh00
291,Tim Euhus,BUF,TE,24,12,5,0,0,0,0,0,0,0,,0,15,11,98,8.91,2,0,,2,,,22,32.8,32.8,27.3,,47,,EuhuTi00
292,Bill Schroeder,TAM,WR,33,7,2,0,0,0,0,0,0,0,,0,11,7,156,22.29,1,2,,1,,,22,28.6,31.6,25.1,,111,,SchrBi00
293,David Tyree,NYG,WR,24,16,1,0,0,0,0,0,0,0,,0,17,10,155,15.50,1,0,,1,,,22,31.5,34.5,26.5,,112,,TyreDa00
294,Rashaun Woods,SFO,WR,24,14,0,0,0,0,0,0,0,0,,0,23,7,160,22.86,1,0,,1,,,22,29.0,32.0,25.5,,110,,WoodRa00
295,Arnaz Battle,SFO,WR,24,14,0,0,0,0,0,0,2,5,2.50,0,15,8,143,17.88,0,2,,1,,,21,28.8,31.8,24.8,,114,,BattAr00
296,Jonathan Carter,NYJ,WR,25,13,1,0,0,0,0,0,0,0,,0,16,10,173,17.30,1,2,1,1,,,21,31.3,35.3,26.3,,113,,CartJo01
297,Tim Dwight,SDG,WR,29,12,0,0,0,0,0,0,4,54,13.50,0,5,2,31,15.50,1,0,,2,,,21,22.5,22.5,21.5,,115,,DwigTi00
298,Terry Jones,BAL,TE,25,15,11,0,0,0,0,0,0,0,,0,29,20,152,7.60,1,0,,1,,,21,41.2,44.2,31.2,,48,,JoneTe00
299,Craig Krenzel,CHI,QB,23,6,5,59,127,718,3,6,18,41,2.28,0,0,0,0,,0,8,7,0,1,,21,20.8,36.8,26.8,,48,,KrenCr00
300,Reno Mahe,PHI,RB,24,11,0,0,0,0,0,0,23,91,3.96,0,16,14,123,8.79,0,1,,0,,,21,35.4,38.4,28.4,,89,,MaheRe00
301,Mack Strong,SEA,FB,33,16,13,0,0,0,0,0,36,131,3.64,0,31,21,99,4.71,0,2,1,0,,,21,42.0,46.0,31.5,,90,,StroMa00
