,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
302,Patrick Crayton,DAL,WR,25,8,0,0,1,0,0,1,0,0,,0,15,12,162,13.50,1,0,,1,,,20,32.2,36.2,27.2,,117,,CrayPa00
303,Cortez Hankton,JAX,WR,23,12,0,0,0,0,0,0,0,0,,0,9,9,81,9.00,2,0,,2,,,20,29.1,29.1,24.6,,118,,HankCo00
304,Terry Jackson,SFO,FB,28,16,0,0,0,0,0,0,26,101,3.88,0,30,21,139,6.62,0,3,2,0,,,20,41.0,49.0,30.5,,92,,JackTe00
305,Greg Lewis,PHI,WR,24,16,3,0,0,0,0,0,4,16,4.00,0,37,17,183,10.76,0,0,,0,,,20,36.9,39.9,28.4,,119,,LewiGr01
306,Samie Parker,KAN,WR,23,4,0,0,0,0,0,0,0,0,,0,13,9,137,15.22,1,0,,1,,,20,28.7,31.7,24.2,,120,,ParkSa00
307,Willie Parker,PIT,RB,24,8,0,0,0,0,0,0,32,186,5.81,0,7,3,16,5.33,0,0,,0,,,20,23.2,26.2,21.7,,91,,ParkWi00
308,Jay Riemersma,PIT,TE,31,11,2,0,0,0,0,0,0,0,,0,9,7,82,11.71,2,0,,2,,,20,27.2,27.2,23.7,,49,,RiemJa00
309,James Thrash,WAS,WR,29,16,3,0,0,0,0,0,0,0,,0,21,17,203,11.94,0,0,,0,,,20,37.3,40.3,28.8,,116,,ThraJa00
310,Taylor Jacobs,WAS,WR,23,15,4,0,0,0,0,0,1,-6,-6.00,0,27,16,178,11.13,0,0,,0,1,,19,35.2,38.2,27.2,,121,,JacoTa00
311,Charles Lee,TAM,WR,27,7,3,0,0,0,0,0,0,0,,0,22,15,207,13.80,0,1,1,0,,,19,33.7,37.7,26.2,,122,,LeexCh00
312,ReShard Lee,DAL,RB,24,14,0,0,0,0,0,0,27,128,4.74,1,3,1,4,4.00,0,0,,1,,,19,20.2,23.2,19.7,,93,,LeexRe00
313,Bryan Johnson,CHI,FB,26,12,6,0,0,0,0,0,0,0,,0,25,14,55,3.93,2,0,,2,,,18,31.5,31.5,24.5,,95,,JohnBr01
314,Maurice Morris,SEA,RB,25,15,0,0,0,0,0,0,30,126,4.20,0,20,9,53,5.89,0,0,,0,,,18,26.9,29.9,22.4,,94,,MorrMa00
315,Justin Peelle,SDG,TE,25,16,4,0,0,0,0,0,0,0,,0,20,10,84,8.40,2,1,1,2,,,18,28.4,29.4,23.4,,50,,PeelJu00
316,Jonathan Quinn,CHI,QB,29,5,3,51,98,413,1,3,3,35,11.67,0,0,0,0,,0,2,,0,,,18,18.0,24.0,21.0,,49,,QuinJo00
317,Charlie Garner,TAM,RB,32,3,3,0,0,0,0,0,30,111,3.70,0,14,9,62,6.89,0,0,,0,,,17,26.3,29.3,21.8,,97,,GarnCh00
318,Brian Jones,JAX,TE,23,16,0,0,0,0,0,0,0,0,,0,19,6,87,14.50,1,0,,1,1,,17,22.7,22.7,19.7,,51,,JoneBr01
319,Shaun King,ARI,QB,27,3,2,47,84,502,1,4,9,30,3.33,0,0,0,0,,0,4,1,0,,,17,17.1,25.1,21.1,,50,,KingSh00
320,Michael Lewis,NOR,WR,33,14,1,0,0,0,0,0,0,0,,0,13,8,127,15.88,0,1,1,1,,,17,24.7,28.7,20.7,,123,,LewiMi00
321,Jason McKie,CHI,FB,24,15,2,0,0,0,0,0,1,1,1.00,0,17,13,70,5.38,2,1,1,2,,,17,30.1,31.1,23.6,,98,,McKiJa00
322,Tony Richardson,KAN,FB,33,16,16,0,0,0,0,0,12,56,4.67,0,26,19,118,6.21,0,0,,0,,,17,36.4,39.4,26.9,,96,,RichTo00
323,Anthony Becht,NYJ,TE,27,16,16,0,0,0,0,0,0,0,,0,28,13,100,7.69,1,0,,1,,,16,29.0,32.0,22.5,,54,,BechAn00
324,Kyle Brady,JAX,TE,32,11,8,0,0,0,0,0,0,0,,0,23,14,103,7.36,1,0,,1,,,16,30.3,33.3,23.3,,52,,BradKy00
325,Ernie Conwell,NOR,TE,32,16,11,0,0,0,0,0,0,0,,0,19,10,102,10.20,1,0,,1,,,16,26.2,29.2,21.2,,53,,ConwEr00
326,Justin Gage,CHI,WR,23,16,2,0,0,0,0,0,0,0,,0,28,12,156,13.00,0,0,,0,,,16,27.6,30.6,21.6,,126,,GageJu00
327,Garrison Hearst,DEN,RB,33,7,0,0,0,0,0,0,20,81,4.05,1,3,2,20,10.00,0,0,,1,,,16,18.1,18.1,17.1,,99,,HearGa00
328,Will Heller,TAM,TE,23,10,2,0,0,0,0,0,0,0,,0,16,12,98,8.17,1,1,,1,,,16,27.8,27.8,21.8,,55,,HellWi00
329,Dane Looker,STL,WR,28,14,0,0,0,0,0,0,0,0,,0,26,13,183,14.08,0,1,1,0,,,16,29.3,33.3,22.8,,124,,LookDa00
330,Jerheme Urban,SEA,WR,24,7,1,0,0,0,0,0,0,0,,0,9,6,117,19.50,1,1,1,1,,,16,21.7,25.7,18.7,,125,,UrbaJe00
331,Todd Yoder,JAX,TE,26,16,8,0,0,0,0,0,0,0,,0,22,14,157,11.21,0,0,,0,,,16,29.7,32.7,22.7,,56,,YodeTo00
332,Sam Aiken,BUF,WR,24,16,0,0,0,0,0,0,0,0,,0,18,11,148,13.45,0,0,,0,,,15,25.8,28.8,20.3,,129,,AikeSa00
333,Darnell Dinkins,BAL,TE,27,10,4,0,0,0,0,0,0,0,,0,15,9,94,10.44,1,0,,1,,,15,24.4,24.4,19.9,,57,,DinkDa00
334,Chris Fuamatu-Ma'afala,JAX,RB,27,7,1,0,0,0,0,0,20,69,3.45,1,6,4,19,4.75,0,0,,1,,,15,18.8,18.8,16.8,,101,,FuamCh00
335,Frisman Jackson,CLE,WR,25,10,0,0,1,0,0,0,1,4,4.00,0,19,13,168,12.92,0,1,1,0,,,15,28.2,32.2,21.7,,127,,JackFr01
336,Rob Konrad,MIA,FB,28,10,1,0,0,0,0,0,2,18,9.00,0,18,8,69,8.63,1,0,,1,,,15,22.7,22.7,18.7,,102,,KonrRo00
337,Dan Kreider,PIT,FB,27,16,9,0,0,0,0,0,4,18,4.50,0,14,10,75,7.50,1,0,,1,,,15,25.3,25.3,20.3,,100,,KreiDa00
338,Josh Reed,BUF,WR,24,12,1,0,0,0,0,0,2,-1,-0.50,0,36,16,153,9.56,0,0,,0,,,15,31.2,34.2,23.2,,128,,ReedJo01
339,Jim Sorgi,IND,QB,24,4,0,17,29,175,2,0,8,-5,-0.63,0,0,0,0,,0,1,,0,,,15,14.5,14.5,14.5,,51,,SorgJi00
340,Terrance Copper,DAL,WR,22,10,0,0,0,0,0,0,1,-1,-1.00,0,20,7,84,12.00,1,0,,1,,,14,21.3,21.3,17.8,,130,,CoppTe00
341,Joey Goodspeed,STL,FB,26,16,5,0,0,0,0,0,3,6,2.00,1,16,11,71,6.45,0,1,,1,,,14,24.7,24.7,19.2,,105,,GoodJo00
342,Lamar Gordon,MIA,RB,24,3,2,0,0,0,0,0,35,64,1.83,0,19,13,74,5.69,0,1,,0,,,14,26.8,26.8,20.3,,104,,GordLa00
343,Ryan Krause,SDG,TE,23,2,1,0,0,0,0,0,0,0,,0,6,5,81,16.20,1,0,,1,,,14,19.1,19.1,16.6,,58,,KrauRy00
344,Lee Mays,PIT,WR,26,16,1,0,0,0,0,0,0,0,,0,23,9,137,15.22,0,0,,0,,,14,22.7,25.7,18.2,,134,,MaysLe00
345,B.J. Sams,BAL,RB,24,16,1,0,0,0,0,0,4,19,4.75,1,5,1,2,2.00,0,5,3,3,,,14,15.1,18.1,14.6,,103,,SamsB.00
346,Jamaar Taylor,NYG,WR,23,8,0,0,0,0,0,0,1,-8,-8.00,0,17,6,146,24.33,0,0,,0,,,14,19.8,22.8,16.8,,133,,TaylJa00
347,Peter Warrick,CIN,WR,27,4,1,0,0,0,0,0,2,14,7.00,0,17,11,127,11.55,0,0,,0,,,14,25.1,28.1,19.6,,132,,WarrPe00
348,Karl Williams,ARI,WR,33,15,2,0,0,0,0,0,2,6,3.00,0,30,18,197,10.94,0,4,3,0,,,14,32.3,38.3,23.3,,131,,WillKa00
349,Darian Barnes,DAL,FB,24,16,10,0,0,0,0,0,5,10,2.00,0,14,10,59,5.90,1,1,,1,,,13,22.9,22.9,17.9,,107,,BarnDa00
350,Trent Dilfer,SEA,QB,32,5,2,25,58,333,1,3,10,14,1.40,0,0,0,0,,0,1,,0,,,13,12.7,18.7,15.7,,52,,DilfTr00
351,Leonard Henry,MIA,RB,26,6,2,0,0,0,0,0,46,141,3.07,0,6,3,12,4.00,0,1,1,0,,,13,16.3,20.3,14.8,,106,,HenrLe20
352,David Kircus,DET,WR,24,7,0,0,0,0,0,0,0,0,,0,10,3,68,22.67,1,0,,1,,,13,15.8,15.8,14.3,,135,,KircDa00
353,Donald Lee,MIA,TE,24,16,10,0,0,0,0,0,0,0,,0,20,13,110,8.46,1,2,2,1,,,13,26.0,31.0,19.5,,60,,LeexDo00
354,Dustin Lyman,CHI,TE,28,16,10,0,0,0,0,0,0,0,,0,23,11,73,6.64,1,0,,1,,,13,24.3,24.3,18.8,,59,,LymaDu00
355,Jamal Robertson,2TM,RB,27,12,0,0,0,0,0,0,16,71,4.44,1,5,4,34,8.50,0,3,2,1,,,13,16.5,18.5,14.5,,108,,RobeJa00
356,George Wrighster,JAX,TE,23,4,3,0,0,0,0,0,0,0,,0,14,10,69,6.90,1,1,,1,,,13,22.9,22.9,17.9,,61,,WrigGe00
357,Jerricho Cotchery,NYJ,WR,22,12,0,0,0,0,0,0,0,0,,0,11,6,60,10.00,0,0,,1,,,12,18.0,18.0,15.0,,137,,CotcJe00
358,Stephen Davis,CAR,RB,30,2,2,0,0,0,0,0,24,92,3.83,0,2,2,32,16.00,0,0,,0,,,12,14.4,14.4,13.4,,109,,DaviSt00
359,Jim Finn,NYG,FB,28,16,9,0,0,0,0,0,3,7,2.33,0,18,15,112,7.47,0,0,,0,,,12,26.9,29.9,19.4,,111,,FinnJi00
360,Robert Holcombe,TEN,FB,29,16,8,0,0,0,0,0,17,62,3.65,0,21,11,60,5.45,0,0,,0,,,12,23.2,23.2,17.7,,110,,HolcRo00
361,Michael Jenkins,ATL,WR,22,16,0,0,0,0,0,0,1,2,2.00,0,20,7,119,17.00,0,0,,0,,,12,19.1,22.1,15.6,,136,,JenkMi00
362,Lorenzo Neal,SDG,FB,34,16,10,0,0,0,0,0,16,53,3.31,0,19,13,66,5.08,0,1,,0,,,12,24.9,24.9,18.4,,112,,NealLo00
363,Jeff Robinson,DAL,TE,34,16,0,0,0,0,0,0,0,0,,0,2,2,2,1.00,2,0,,2,,,12,14.2,14.2,13.2,,62,,RobiJe00
364,Matt Schaub,ATL,QB,23,6,1,33,70,330,1,4,8,26,3.25,0,0,0,0,,0,1,,0,,,12,11.8,18.8,15.8,,54,,SchaMa00
365,Chris Simms,TAM,QB,24,5,2,42,73,467,1,3,7,14,2.00,0,0,0,0,,0,3,3,0,,,12,12.1,21.1,15.1,,53,,SimmCh00
366,Aaron Walker,SFO,TE,24,16,4,0,0,0,0,0,0,0,,0,15,10,115,11.50,0,0,,0,,,12,21.5,24.5,16.5,,63,,WalkAa00
367,Malcom Floyd,SDG,WR,23,4,2,0,0,0,0,0,0,0,,0,9,3,49,16.33,1,0,,1,,,11,13.9,13.9,12.4,,138,,FloyMa00
368,Ryan Hannam,SEA,TE,24,16,0,0,0,0,0,0,0,0,,0,12,8,110,13.75,0,0,,0,,,11,19.0,22.0,15.0,,64,,HannRy00
369,Arlen Harris,STL,RB,24,14,1,0,0,0,0,0,20,63,3.15,0,4,4,44,11.00,0,1,,0,,,11,14.7,14.7,12.7,,114,,HarrAr00
370,Tommy Maddox,PIT,QB,33,4,3,30,60,329,1,2,9,15,1.67,0,0,0,0,,0,3,2,0,,,11,10.7,17.7,12.7,,55,,MaddTo00
371,Daimon Shelton,BUF,FB,32,16,12,0,0,0,0,0,0,0,,0,24,17,114,6.71,0,0,,0,,,11,28.4,31.4,19.9,,113,,ShelDa00
372,Tony Stewart,CIN,TE,25,16,9,0,0,0,0,0,0,0,,0,25,10,48,4.80,1,0,,1,,,11,20.8,20.8,15.8,,65,,StewTo00
373,Jameel Cook,TAM,FB,25,12,5,0,0,0,0,0,0,0,,0,12,7,44,6.29,1,0,,1,,,10,17.4,17.4,13.9,,115,,CookJa00
374,Casey Fitzsimmons,DET,TE,24,16,2,0,0,0,0,0,0,0,,0,14,10,103,10.30,0,0,,0,,,10,20.3,23.3,15.3,,66,,FitzCa00
375,Jeremi Johnson,CIN,FB,24,16,6,0,0,0,0,0,3,5,1.67,0,18,16,53,3.31,1,1,1,1,,,10,25.8,26.8,17.8,,117,,JohnJe00
376,Marcellus Rivers,NYG,TE,26,16,3,0,0,0,0,0,0,0,,0,12,5,36,7.20,1,1,,1,,,10,14.6,14.6,12.1,,67,,RiveMa00
377,Wes Welker,2TM,WR,23,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,4,,1,,,10,10.0,10.0,10.0,,139,,WelkWe00
378,Jamel White,2TM,RB,27,13,0,0,0,0,0,0,27,82,3.04,0,9,6,21,3.50,0,0,,0,,,10,16.3,16.3,13.3,,116,,WhitJa00
379,Chris Chandler,STL,QB,39,5,2,35,62,463,2,8,1,2,2.00,0,0,0,0,,0,1,1,0,,,9,8.7,20.7,16.7,,56,,ChanCh00
380,Tony Hollings,HOU,RB,23,7,0,0,0,0,0,0,11,47,4.27,0,7,5,46,9.20,0,0,,0,,,9,14.3,14.3,11.8,,118,,HollTo00
381,Reggie Kelly,CIN,TE,27,16,15,0,0,0,0,0,0,0,,0,21,15,85,5.67,0,0,,0,,,9,23.5,23.5,16.0,,70,,KellRe00
382,David Martin,GNB,TE,25,9,3,0,0,0,0,0,0,0,,0,12,5,88,17.60,0,0,,0,,,9,13.8,13.8,11.3,,69,,MartDa00
383,Sage Rosenfels,MIA,QB,26,3,1,16,39,264,1,3,0,0,,0,0,0,0,,0,2,,0,,,9,8.6,11.6,11.6,,57,,RoseSa00
384,Visanthe Shiancoe,NYG,TE,24,16,7,0,0,0,0,0,0,0,,0,7,5,25,5.00,1,0,,1,,,9,13.5,13.5,11.0,,71,,ShiaVi00
385,Jonathan Smith,BUF,WR,23,9,0,0,0,0,0,0,2,11,5.50,0,6,3,21,7.00,0,0,,1,,,9,12.2,12.2,10.7,,140,,SmitJo00
386,Michael Turner,SDG,RB,22,14,1,0,0,0,0,0,20,104,5.20,0,5,4,8,2.00,0,1,1,0,,,9,13.2,17.2,11.2,,119,,TurnMi00
387,Jed Weaver,NWE,TE,28,10,1,0,0,0,0,0,0,0,,0,12,8,93,11.63,0,0,,0,,,9,17.3,17.3,13.3,,68,,WeavJe00
388,Rabih Abdullah,NWE,RB,29,9,0,0,0,0,0,0,13,13,1.00,1,2,1,9,9.00,0,0,,1,,,8,9.2,9.2,8.7,,122,,AbduRa00
389,Brandon Bennett,CAR,RB,31,8,0,0,0,0,0,0,6,17,2.83,1,0,0,0,,0,0,,1,,,8,7.7,7.7,7.7,,125,,BennBr00
390,Sean Berton,MIN,TE,25,14,7,0,0,0,0,0,0,0,,0,11,9,78,8.67,0,0,,0,,,8,16.8,16.8,12.3,,72,,BertSe00
391,Joe Burns,BUF,RB,25,16,0,0,0,0,0,0,20,73,3.65,0,3,1,7,7.00,0,0,,0,,,8,9.0,9.0,8.5,,123,,BurnJo00
392,James Jackson,2TM,RB,28,5,0,0,0,0,0,0,12,81,6.75,0,8,6,22,3.67,0,1,1,0,,,8,14.3,15.3,11.3,,120,,JackJa00
393,Jamie Martin,STL,QB,34,1,0,16,30,188,0,0,0,0,,0,0,0,0,,0,1,,0,,,8,7.5,7.5,7.5,,58,,MartJa00
394,Josh Parry,PHI,FB,26,13,4,0,0,0,0,0,0,0,,0,18,9,75,8.33,0,0,,0,,,8,16.5,16.5,12.0,,126,,ParrJo00
395,Stanley Pritchett,ATL,FB,31,14,2,0,0,0,0,0,6,18,3.00,0,4,2,5,2.50,1,0,,1,,,8,10.3,10.3,9.3,,121,,PritSt00
396,Alan Ricard,BAL,FB,27,16,9,0,0,0,0,0,10,36,3.60,0,14,11,39,3.55,0,0,,0,,,8,18.5,18.5,13.0,,127,,RicaAl00
397,Musa Smith,BAL,RB,22,9,0,0,0,0,0,0,12,48,4.00,0,4,2,31,15.50,0,0,,0,,,8,9.9,9.9,8.9,,124,,SmitMu00
398,John Stone,OAK,WR,25,4,0,0,0,0,0,0,0,0,,0,5,3,80,26.67,0,0,,0,,,8,11.0,11.0,9.5,,141,,StonJo00
399,Steve Bush,SFO,TE,30,5,2,0,0,0,0,0,0,0,,0,3,2,10,5.00,1,0,,1,,,7,9.0,9.0,8.0,,73,,BushSt00
400,Larry Croom,ARI,RB,23,6,1,0,0,0,0,0,29,76,2.62,0,5,2,16,8.00,0,2,1,0,,,7,9.2,10.2,8.2,,129,,CrooLa00
401,Earnest Graham,TAM,RB,24,9,0,0,0,0,0,0,13,73,5.62,0,1,0,0,,0,0,,0,,,7,7.3,7.3,7.3,,128,,GrahEa00
402,Nate Jackson,DEN,WR,25,12,0,0,0,0,0,0,0,0,,0,11,8,73,9.13,0,0,,0,,,7,15.3,15.3,11.3,,142,,JackNa00
403,Darnerien McCants,WAS,WR,28,5,1,0,0,0,0,0,0,0,,0,9,5,71,14.20,0,0,,0,,,7,12.1,12.1,9.6,,143,,McCaDa00
404,Eric McCoo,PHI,RB,24,1,0,0,0,0,0,0,9,54,6.00,0,5,2,15,7.50,0,0,,0,,,7,8.9,8.9,7.9,,130,,McCoEr00
405,Richard Owens,MIN,TE,24,7,2,0,0,0,0,0,0,0,,0,8,8,69,8.63,0,0,,0,,,7,14.9,14.9,10.9,,74,,OwenRi00
406,Nate Poole,ARI,WR,27,9,1,0,0,0,0,0,0,0,,0,11,5,70,14.00,0,0,,0,,,7,12.0,12.0,9.5,,144,,PoolNa01
407,Kevin Walter,CIN,WR,23,16,0,0,0,0,0,0,0,0,,0,9,8,67,8.38,0,0,,0,,,7,14.7,14.7,10.7,,145,,WaltKe00
408,Fred Beasley,SFO,FB,30,14,10,0,0,0,0,0,9,15,1.67,0,25,10,44,4.40,0,0,,0,,,6,15.9,15.9,10.9,,131,,BeasFr00
409,Jeff Blake,PHI,QB,34,3,0,18,37,126,1,1,3,6,2.00,0,0,0,0,,0,1,1,0,,,6,5.6,7.6,6.6,,59,,BlakJe00
410,Cam Cleeland,STL,TE,29,16,9,0,0,0,0,0,1,-2,-2.00,0,12,7,57,8.14,0,0,,0,,,6,12.5,12.5,9.0,,77,,CleeCa00
411,Lamont Hall,NOR,TE,30,16,2,0,0,0,0,0,0,0,,0,1,1,4,4.00,1,0,,1,,,6,7.4,7.4,6.9,,75,,HallLa00
412,Ryan Neufeld,BUF,TE,29,16,5,0,0,0,0,0,0,0,,0,14,6,61,10.17,0,0,,0,,,6,12.1,12.1,9.1,,76,,NeufRy00
413,Bobby Shaw,2TM,WR,29,11,0,0,0,0,0,0,1,1,1.00,0,13,5,59,11.80,0,0,,0,,,6,11.0,11.0,8.5,,146,,ShawBo00
414,Steve Smith Sr.,CAR,WR,25,1,1,0,1,0,0,0,0,0,,0,9,6,60,10.00,0,0,,0,,,6,12.0,12.0,9.0,,147,,SmitSt01
415,Thomas Tapeh,PHI,FB,24,7,0,0,0,0,0,0,12,42,3.50,0,2,2,15,7.50,0,0,,0,,,6,7.7,7.7,6.7,,132,,TapeTh00
416,Mark Bruener,HOU,TE,32,16,11,0,0,0,0,0,0,0,,0,10,4,52,13.00,0,0,,0,,,5,9.2,9.2,7.2,,78,,BrueMa00
417,Rickey Dudley,TAM,TE,32,3,0,0,0,0,0,0,0,0,,0,4,3,48,16.00,0,0,,0,,,5,7.8,7.8,6.3,,82,,DudlRi00
418,Eric Edwards,ARI,TE,24,16,1,0,0,0,0,0,0,0,,0,8,5,51,10.20,0,0,,0,,,5,10.1,10.1,7.6,,80,,EdwaEr00
419,Brock Forsey,MIA,RB,24,7,0,0,0,0,0,0,19,53,2.79,0,0,0,0,,0,1,,0,,,5,5.3,5.3,5.3,,134,,ForsBr00
420,Joey Harris,CAR,RB,24,4,0,0,0,0,0,0,15,53,3.53,0,3,0,0,,0,0,,0,,,5,5.3,5.3,5.3,,135,,HarrJo01
421,Mike Karney,NOR,FB,23,16,8,0,0,0,0,0,3,7,2.33,0,7,6,42,7.00,0,0,,0,,,5,10.9,10.9,7.9,,137,,KarnMi00
422,Andre King,CLE,WR,31,9,2,0,0,0,0,0,0,0,,0,8,5,49,9.80,0,0,,0,,,5,9.9,9.9,7.4,,149,,KingAn00
423,Shane Matthews,BUF,QB,34,3,0,2,3,44,1,0,2,-3,-1.50,0,0,0,0,,0,0,,0,,,5,5.5,5.5,5.5,,60,,MattSh00
424,Fred McAfee,NOR,RB,36,11,0,0,0,0,0,0,2,54,27.00,0,0,0,0,,0,0,,0,,,5,5.4,5.4,5.4,,133,,McAfFr00
425,Adrian Peterson,CHI,RB,25,14,0,0,0,0,0,0,6,19,3.17,0,2,2,30,15.00,0,0,,0,,,5,6.9,6.9,5.9,,138,,PeteAd00
426,Andrew Pinnock,SDG,FB,24,1,0,0,0,0,0,0,9,26,2.89,0,3,3,26,8.67,0,1,,0,,,5,8.2,8.2,6.7,,136,,PinnAn00
427,Walter Rasby,2TM,TE,32,10,8,0,0,0,0,0,0,0,,0,9,5,52,10.40,0,0,,0,,,5,10.2,10.2,7.7,,79,,RasbWa00
428,Philip Rivers,SDG,QB,23,2,0,5,8,33,1,0,4,-5,-1.25,0,0,0,0,,0,1,,0,,,5,4.8,4.8,4.8,,61,,RivePh00
429,Terrelle Smith,CLE,FB,26,16,9,0,0,0,0,0,4,9,2.25,0,12,7,39,5.57,0,0,,0,,,5,11.8,11.8,8.3,,139,,SmitTe00
430,Scottie Vines,DET,WR,25,6,1,0,0,0,0,0,0,0,,0,9,3,51,17.00,0,0,,0,,,5,8.1,8.1,6.6,,148,,VineSc00
431,Kellen Winslow,CLE,TE,21,2,2,0,0,0,0,0,0,0,,0,11,5,50,10.00,0,0,,0,,,5,10.0,10.0,7.5,,81,,WinsKe01
432,Richard Alston,CLE,WR,24,9,0,0,0,0,0,0,0,0,,0,1,0,0,,0,2,1,1,,,4,4.0,5.0,4.0,,150,,AlstRi20
433,B.J. Askew,NYJ,FB,24,16,0,0,0,0,0,0,6,23,3.83,0,2,2,12,6.00,0,0,,0,,,4,5.5,5.5,4.5,,147,,AskeB.00
434,Dwayne Blakley,ATL,TE,25,15,1,0,0,0,0,0,0,0,,0,8,4,35,8.75,0,0,,0,,,4,7.5,7.5,5.5,,84,,BlakDw00
435,Marc Edwards,JAX,FB,30,13,5,0,0,0,0,0,0,0,,0,8,7,41,5.86,0,0,,0,,,4,11.1,11.1,7.6,,142,,EdwaMa00
436,Drew Henson,DAL,QB,24,7,1,10,18,78,1,1,1,7,7.00,0,0,0,0,,0,1,1,0,,,4,3.8,5.8,4.8,,62,,HensDr00
437,Willie Ponder,NYG,WR,24,11,0,0,0,0,0,0,1,-4,-4.00,0,1,1,3,3.00,0,1,1,1,,,4,4.9,5.9,4.4,,151,,PondWi00
438,Jon Ritchie,PHI,FB,30,3,0,0,0,0,0,0,0,0,,0,6,4,36,9.00,0,0,,0,,,4,7.6,7.6,5.6,,145,,RitcJo00
439,Cliff Russell,CIN,WR,25,13,1,0,0,0,0,0,3,15,5.00,0,3,1,21,21.00,0,2,,0,,,4,4.6,4.6,4.1,,152,,RussCl00
440,Ian Smart,TAM,RB,24,4,0,0,0,0,0,0,2,26,13.00,0,2,2,10,5.00,0,0,,0,,,4,5.6,5.6,4.6,,146,,SmarIa00
441,Ben Steele,GNB,TE,26,15,0,0,0,0,0,0,0,0,,0,11,4,42,10.50,0,0,,0,,,4,8.2,8.2,6.2,,83,,SteeBe00
442,Stephen Trejo,2TM,FB,27,13,2,0,0,0,0,0,0,0,,0,4,4,37,9.25,0,0,,0,,,4,7.7,7.7,5.7,,144,,TrejSt00
443,Derrick Ward,NYG,RB,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,1,,,4,4.0,5.0,4.0,,143,,WardDe01
444,Nick Luchey,GNB,FB,27,16,6,0,0,0,0,0,10,24,2.40,0,4,2,20,10.00,0,0,,0,,,4,6.4,6.4,5.4,,140,,WillNi00
445,Walter Williams,GNB,RB,27,1,0,0,0,0,0,0,6,42,7.00,0,0,0,0,,0,0,,0,,,4,4.2,4.2,4.2,,141,,WillWa02
446,Brooks Bollinger,NYJ,QB,25,1,0,5,9,60,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,3,2.6,2.6,2.6,,65,,BollBr00
447,Cedric Cobbs,NWE,RB,23,3,0,0,0,0,0,0,22,50,2.27,0,0,0,0,,0,1,1,0,,,3,3.0,4.0,3.0,,151,,CobbCe00
448,Adimchinobe Echemandu,CLE,RB,24,4,0,0,1,0,0,0,8,25,3.13,0,4,3,25,8.33,0,1,1,0,,,3,6.0,7.0,4.5,,152,,EcheAd00
449,Heath Evans,SEA,FB,26,15,0,0,0,0,0,0,7,20,2.86,0,4,2,12,6.00,0,1,,0,,,3,5.2,5.2,4.2,,149,,EvanHe00
450,Michael Gaines,CAR,TE,24,15,6,0,0,0,0,0,0,0,,0,14,4,34,8.50,0,0,,0,,,3,7.4,7.4,5.4,,85,,GainMi00
451,Karl Hankton,CAR,WR,34,15,0,0,0,0,0,0,0,0,,0,2,2,25,12.50,0,0,,0,,,3,4.5,4.5,3.5,,155,,HankKa00
452,Ben Hartsock,IND,TE,24,16,3,0,0,0,0,0,0,0,,0,8,4,33,8.25,0,0,,0,,,3,7.3,7.3,5.3,,86,,HartBe00
453,Doug Johnson,TEN,QB,27,2,0,6,12,68,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,3,2.5,2.5,2.5,,66,,JohnDo00
454,Brian Kozlowski,WAS,TE,34,11,1,0,0,0,0,0,0,0,,0,6,3,29,9.67,0,0,,0,,,3,5.9,5.9,4.4,,87,,KozlBr00
455,Triandos Luke,DEN,WR,23,10,0,0,0,0,0,0,0,0,,0,8,6,52,8.67,0,2,1,0,,,3,9.2,10.2,6.2,,153,,LukeTr00
456,Mike McMahon,DET,QB,25,1,0,11,15,77,0,1,2,18,9.00,0,0,0,0,,0,1,,0,,,3,2.9,3.9,3.9,,63,,McMaMi00
457,John Navarre,ARI,QB,24,1,1,18,40,168,1,4,0,0,,0,0,0,0,,0,0,,0,,,3,2.7,6.7,6.7,,64,,NavaJo00
458,Chris Perry,CIN,RB,23,2,0,0,0,0,0,0,2,1,0.50,0,3,3,33,11.00,0,0,,0,,,3,6.4,6.4,4.9,,148,,PerrCh00
459,Cecil Sapp,DEN,RB,26,5,0,0,0,0,0,0,4,32,8.00,0,2,0,0,,0,0,,0,,,3,3.2,3.2,3.2,,150,,SappCe00
460,Rod Trafford,BUF,TE,26,4,0,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,0,,0,,,3,5.5,5.5,4.0,,88,,TrafRo00
461,Randal Williams,DAL,WR,26,2,2,0,0,0,0,0,1,13,13.00,0,3,1,14,14.00,0,0,,0,,,3,3.7,3.7,3.2,,154,,WillRa01
